,reviewid,genre
4100,18558,metal
4101,18623,rock
4102,18643,metal
4103,18624,rock
4104,18663,electronic
4105,18395,rock
4106,18661,pop/r&b
4107,18612,rock
4108,18662,metal
4109,18522,electronic
4110,18628,
4111,18649,electronic
4112,18650,folk/country
4113,18641,rock
4114,18642,
4115,18631,rock
4116,18637,rock
4117,18634,rock
4118,18646,rock
4119,18646,experimental
4120,18469,electronic
4121,18604,
4122,18559,experimental
4123,18645,rock
4124,18633,
4125,18632,rock
4126,18630,metal
4127,18608,rock
4128,18636,pop/r&b
4129,18609,rock
4130,18611,
4131,18541,rock
4132,18541,experimental
4133,18607,electronic
4134,18606,rock
4135,18479,
4136,18605,rock
4137,18605,electronic
4138,18518,metal
4139,18602,rock
4140,18602,electronic
4141,18599,
4142,18579,
4143,18580,rock
4144,18580,experimental
4145,18568,rock
4146,18277,rap
4147,18506,rap
4148,18600,rock
4149,18581,rock
4150,18532,
4151,18594,pop/r&b
4152,18542,rock
4153,18575,rock
4154,18540,electronic
4155,18535,rock
4156,18535,electronic
4157,18586,rock
4158,18576,rock
4159,18596,electronic
4160,18530,pop/r&b
4161,18530,electronic
4162,18524,rock
4163,18537,experimental
4164,18598,rock
4165,18585,pop/r&b
4166,18573,rock
4167,18573,experimental
4168,18554,rock
4169,18565,rap
4170,18563,
4171,18614,pop/r&b
4172,18572,rock
4173,18521,rock
4174,18538,electronic
4175,18499,
4176,18531,electronic
4177,18556,
4178,18597,
4179,18548,pop/r&b
4180,18513,electronic
4181,18582,rock
4182,18577,rock
4183,18577,experimental
4184,18368,rock
4185,18574,rock
4186,18570,rock
4187,18557,rock
4188,18500,rock
4189,18592,metal
4190,18592,electronic
4191,18533,rock
4192,18514,rock
4193,18514,electronic
4194,18434,rock
4195,18536,
4196,18329,
4197,18529,pop/r&b
4198,18534,rock
4199,18534,metal
4200,18525,rock
4201,18525,metal
4202,18525,experimental
4203,18359,
4204,18459,jazz
4205,18459,metal
4206,18523,pop/r&b
4207,18492,rock
4208,18492,rap
4209,18417,rock
4210,18495,rock
4211,18418,metal
4212,18517,rock
4213,18519,rock
4214,18528,electronic
4215,18394,
4216,18567,pop/r&b
4217,18511,rap
4218,18512,rock
4219,18512,experimental
4220,18591,pop/r&b
4221,18520,experimental
4222,18483,electronic
4223,18482,rock
4224,18482,experimental
4225,18494,
4226,18569,
4227,18553,
4228,18547,electronic
4229,18590,pop/r&b
4230,18590,electronic
4231,18497,rock
4232,18497,rap
4233,18496,rock
4234,18555,
4235,18416,
4236,18498,rock
4237,18498,electronic
4238,18562,rap
4239,18449,rock
4240,18449,experimental
4241,18489,rock
4242,18484,rock
4243,18484,electronic
4244,18491,rock
4245,18367,
4246,18493,rock
4247,18493,experimental
4248,18473,pop/r&b
4249,18566,
4250,18487,rock
4251,18487,electronic
4252,18488,rock
4253,18490,jazz
4254,18490,electronic
4255,18485,electronic
4256,18486,rock
4257,18486,pop/r&b
4258,18477,electronic
4259,18468,rock
4260,18468,electronic
4261,18478,rock
4262,18388,rock
4263,18552,rock
4264,18474,rock
4265,18474,electronic
4266,18460,experimental
4267,18467,rock
4268,18472,pop/r&b
4269,18516,rap
4270,18386,rock
4271,18561,rap
4272,18507,rock
4273,18360,
4274,18550,rock
4275,18470,rock
4276,18470,pop/r&b
4277,18471,rock
4278,18387,rock
4279,18387,experimental
4280,18546,
4281,18551,
4282,18458,pop/r&b
4283,18438,rock
4284,18444,rap
4285,18444,pop/r&b
4286,18453,rock
4287,18453,electronic
4288,18465,pop/r&b
4289,18560,rock
4290,18456,rock
4291,18505,rock
4292,18505,experimental
4293,18462,
4294,18435,electronic
4295,18451,folk/country
4296,18415,rock
4297,18436,rock
4298,18445,rock
4299,18445,experimental
4300,18445,electronic
4301,18466,
4302,18447,rock
4303,18447,experimental
4304,18448,rock
4305,18448,electronic
4306,18452,rock
4307,18452,electronic
4308,18437,rock
4309,18504,metal
4310,18443,rock
4311,18457,rock
4312,18454,
4313,18503,
4314,18450,electronic
4315,18402,rock
4316,18461,
4317,18310,
4318,18397,
4319,18331,
4320,18414,rock
4321,18442,rock
4322,18431,global
4323,18375,
4324,18422,
4325,18413,rock
4326,18501,
4327,18441,electronic
4328,18502,rock
4329,18440,
4330,18401,rock
4331,18384,rock
4332,18333,
4333,18430,rock
4334,18400,
4335,18429,rock
4336,18429,electronic
4337,18385,rock
4338,18346,
4339,18347,rock
4340,18439,rock
4341,18439,electronic
4342,18408,electronic
4343,18411,rock
4344,18424,
4345,18432,
4346,18446,metal
4347,17921,rap
4348,18393,experimental
4349,18188,rock
4350,18364,rock
4351,18383,rock
4352,18398,rock
4353,18382,rock
4354,18423,rock
4355,18412,rock
4356,18428,rap
4357,18325,rock
4358,18409,
4359,18426,rock
4360,18420,rap
4361,18305,metal
4362,18380,rap
4363,18381,rock
4364,18381,electronic
4365,18410,rock
4366,18366,
4367,18421,
4368,18378,electronic
4369,18326,electronic
4370,18425,experimental
4371,18391,
4372,18406,electronic
4373,18376,electronic
4374,18390,rock
4375,18299,rock
4376,18306,rock
4377,18306,experimental
4378,18407,rap
4379,18365,rock
4380,18365,experimental
4381,18419,electronic
4382,18405,
4383,18379,
4384,18370,
4385,18363,rock
4386,18320,rock
4387,18330,experimental
4388,18330,electronic
4389,18377,
4390,18374,
4391,18324,rock
4392,18324,electronic
4393,18062,electronic
4394,18372,
4395,18351,electronic
4396,18373,
4397,18250,
4398,18350,rock
4399,18350,pop/r&b
4400,18314,rock
4401,18403,
4402,18371,
4403,18323,rock
4404,18352,rock
4405,18353,rap
4406,18353,pop/r&b
4407,18353,metal
4408,18354,rap
4409,18358,
4410,18389,
4411,18362,rap
4412,18307,electronic
4413,18361,rock
4414,18322,rock
4415,18321,
4416,18254,experimental
4417,18308,
4418,18318,
4419,18300,
4420,18317,rock
4421,18317,experimental
4422,18316,pop/r&b
4423,18316,electronic
4424,18319,rock
4425,18319,experimental
4426,18348,
4427,18224,metal
4428,18293,rock
4429,18369,
4430,18340,pop/r&b
4431,18340,electronic
4432,18093,
4433,18263,metal
4434,18315,electronic
4435,18344,
4436,18068,
4437,18189,rock
4438,18189,metal
4439,18349,
4440,18341,rap
4441,18357,
4442,18332,rock
4443,18284,pop/r&b
4444,18287,rock
4445,18339,metal
4446,18312,rock
4447,18294,rock
4448,18262,
4449,18335,rock
4450,18298,pop/r&b
4451,18343,rock
4452,18304,electronic
4453,18345,
4454,18311,rock
4455,18336,rap
4456,18337,pop/r&b
4457,18285,rock
4458,18301,electronic
4459,18327,electronic
4460,18296,rock
4461,18296,experimental
4462,18228,folk/country
4463,18290,rock
4464,18302,rap
4465,18175,
4466,18297,rock
4467,18286,
4468,18260,rock
4469,18255,metal
4470,18269,
4471,18288,rock
4472,18268,electronic
4473,18258,rock
4474,18174,pop/r&b
4475,18131,
4476,18295,electronic
4477,18207,electronic
4478,18289,
4479,18159,
4480,18240,jazz
4481,18240,electronic
4482,18259,rock
4483,18251,rock
4484,18209,rock
4485,18209,experimental
4486,18238,experimental
4487,18222,folk/country
4488,18222,metal
4489,18282,experimental
4490,18257,pop/r&b
4491,18309,rap
4492,18265,rock
4493,18278,
4494,18256,
4495,18227,rap
4496,18271,rock
4497,18271,experimental
4498,18292,
4499,18182,
4500,18212,rock
4501,18274,rock
4502,18223,pop/r&b
4503,18199,
4504,18291,
4505,18275,rock
4506,18275,experimental
4507,18045,rock
4508,18281,electronic
4509,18279,
4510,18252,
4511,18245,rock
4512,18276,rap
4513,18229,rock
4514,18176,folk/country
4515,18092,
4516,18280,pop/r&b
4517,18168,pop/r&b
4518,18168,electronic
4519,18266,
4520,18283,rock
4521,17972,rock
4522,18248,folk/country
4523,18272,rap
4524,18261,electronic
4525,18171,rock
4526,18171,electronic
4527,18118,
4528,18267,electronic
4529,18249,rock
4530,18217,rock
4531,18217,electronic
4532,18203,rock
4533,18239,
4534,18247,rap
4535,18246,rock
4536,18097,electronic
4537,18112,electronic
4538,18244,experimental
4539,18184,electronic
4540,18190,rock
4541,18264,rap
4542,18210,pop/r&b
4543,17934,rap
4544,18219,rap
4545,18164,rock
4546,18163,rock
4547,18163,electronic
4548,18237,
4549,18218,
4550,18243,
4551,18206,rock
4552,18206,electronic
4553,18236,rap
4554,17893,
4555,18162,
4556,18215,rap
4557,18214,
4558,18221,electronic
4559,18241,rock
4560,18241,experimental
4561,18241,electronic
4562,18233,metal
4563,18195,rock
4564,18195,electronic
4565,18220,pop/r&b
4566,18039,electronic
4567,18196,rock
4568,18100,
4569,18154,rap
4570,18211,metal
4571,18170,rock
4572,18117,rap
4573,18147,rock
4574,18147,experimental
4575,18202,rap
4576,18200,rock
4577,18204,pop/r&b
4578,18213,electronic
4579,18234,rap
4580,17588,rap
4581,18124,rock
4582,18124,electronic
4583,18225,rock
4584,18235,
4585,18109,rock
4586,18186,rap
4587,18088,rock
4588,18181,
4589,18115,rock
4590,18158,
4591,18183,electronic
4592,18201,rock
4593,17974,
4594,18083,
4595,18198,
4596,18172,rap
4597,18173,rap
4598,18205,rock
4599,18005,rock
4600,18005,electronic
4601,18197,pop/r&b
4602,18191,rock
4603,18194,rock
4604,18192,rock
4605,18187,
4606,18193,rock
4607,18193,electronic
4608,18103,rock
4609,18103,electronic
4610,18121,electronic
4611,18177,rock
4612,18141,
4613,18120,
4614,18169,pop/r&b
4615,18123,rock
4616,18167,rock
4617,18122,experimental
4618,18122,electronic
4619,18095,
4620,18110,rock
4621,18089,rock
4622,18166,
4623,18084,
4624,18146,electronic
4625,18060,metal
4626,18098,rock
4627,18080,electronic
4628,18139,rock
4629,18161,folk/country
4630,18104,electronic
4631,18165,rock
4632,18165,metal
4633,17923,rap
4634,18140,
4635,18157,global
4636,18156,electronic
4637,18185,rock
4638,18058,
4639,17967,electronic
4640,18130,rock
4641,18090,electronic
4642,18152,electronic
4643,18179,rap
4644,18082,
4645,18114,rock
4646,18114,jazz
4647,18114,experimental
4648,18096,rock
4649,18178,rap
4650,18054,
4651,17610,pop/r&b
4652,18155,
4653,18091,electronic
4654,18086,rock
4655,18086,metal
4656,18081,electronic
4657,18136,
4658,18142,
4659,18087,rock
4660,18087,metal
4661,18137,rock
4662,18137,experimental
4663,18066,rock
4664,18094,rock
4665,18094,experimental
4666,18099,jazz
4667,18099,metal
4668,18134,
4669,18064,electronic
4670,18004,electronic
4671,18153,rock
4672,18135,experimental
4673,18057,metal
4674,18138,rock
4675,18000,electronic
4676,17927,
4677,18145,rock
4678,18145,experimental
4679,18145,electronic
4680,18053,rap
4681,18053,pop/r&b
4682,18063,pop/r&b
4683,18063,folk/country
4684,17949,rock
4685,17965,rock
4686,17965,experimental
4687,17965,electronic
4688,18061,rock
4689,18061,electronic
4690,18065,rock
4691,18065,electronic
4692,18056,rock
4693,18043,pop/r&b
4694,18043,electronic
4695,18055,pop/r&b
4696,18085,
4697,18050,electronic
4698,17998,pop/r&b
4699,18031,rock
4700,17956,
4701,18119,rock
4702,18076,rock
4703,18076,experimental
4704,18029,rock
4705,18007,rock
4706,18007,pop/r&b
4707,18007,folk/country
4708,18129,rock
4709,18129,electronic
4710,18052,
4711,18042,rock
4712,18143,
4713,18133,rap
4714,17776,electronic
4715,18132,
4716,18030,rock
4717,18051,rock
4718,18051,electronic
4719,18008,
4720,18078,rock
4721,17952,pop/r&b
4722,18028,electronic
4723,17813,pop/r&b
4724,18033,rock
4725,18108,rock
4726,18108,experimental
4727,18108,electronic
4728,18077,
4729,18035,
4730,17869,
4731,18019,
4732,18020,
4733,18128,
4734,18044,rock
4735,18009,experimental
4736,18003,
4737,17915,electronic
4738,18070,
4739,17942,rock
4740,17942,experimental
4741,18006,electronic
4742,18125,rock
4743,17817,rock
4744,17980,
4745,18106,rock
4746,18049,rock
4747,17997,electronic
4748,18059,
4749,18027,
4750,17963,rock
4751,17996,rock
4752,18107,
4753,18040,
4754,18069,
4755,17990,rock
4756,18001,rock
4757,18036,
4758,18002,metal
4759,18016,
4760,17999,electronic
4761,17925,rock
4762,17925,rap
4763,18025,
4764,17988,jazz
4765,17971,
4766,17989,rock
4767,17978,rock
4768,17978,electronic
4769,18023,rock
4770,18023,experimental
4771,18071,
4772,18101,rock
4773,18105,rap
4774,17950,experimental
4775,17964,electronic
4776,18073,folk/country
4777,17892,
4778,17977,rock
4779,18011,pop/r&b
4780,17932,rock
4781,17932,electronic
4782,17854,rock
4783,17854,metal
4784,17987,electronic
4785,17966,rock
4786,17953,rock
4787,17943,rap
4788,17970,metal
4789,18072,rock
4790,17959,rock
4791,17947,rock
4792,17947,metal
4793,17957,rock
4794,18024,
4795,18038,
4796,17944,rock
4797,18046,rock
4798,18046,experimental
4799,17917,
4800,17941,
4801,18048,
4802,17954,rock
4803,17960,rock
4804,17960,folk/country
4805,17960,electronic
4806,18067,
4807,17929,
4808,17992,pop/r&b
4809,17903,rock
4810,17903,electronic
4811,17973,rock
4812,17973,metal
4813,17945,rock
4814,17945,electronic
4815,18037,rock
4816,17946,
4817,18022,rock
4818,18022,electronic
4819,17841,rock
4820,17940,rock
4821,17678,rock
4822,17678,metal
4823,17962,jazz
4824,17880,pop/r&b
4825,17924,rock
4826,17924,electronic
4827,18017,rock
4828,17986,rock
4829,18034,
4830,17920,
4831,17916,rock
4832,17874,rock
4833,17874,pop/r&b
4834,18015,rock
4835,17985,global
4836,17930,rock
4837,18021,rap
4838,18021,pop/r&b
4839,17919,rock
4840,17881,experimental
4841,17879,
4842,17913,rock
4843,18010,
4844,17911,rock
4845,17911,metal
4846,17911,experimental
4847,17871,
4848,18018,
4849,17875,folk/country
4850,17902,rock
4851,17902,electronic
4852,17882,rock
4853,17806,metal
4854,17918,electronic
4855,17872,rap
4856,17807,
4857,17877,rock
4858,17877,electronic
4859,17937,electronic
4860,18014,
4861,17732,experimental
4862,17906,rock
4863,17906,electronic
4864,17873,rock
4865,17873,pop/r&b
4866,17873,experimental
4867,17910,
4868,17741,
4869,17627,global
4870,17627,pop/r&b
4871,17909,rock
4872,17876,rock
4873,18012,
4874,17912,rock
4875,17868,rock
4876,17866,rock
4877,17867,electronic
4878,17639,rock
4879,17894,metal
4880,17837,rock
4881,17799,
4882,17870,pop/r&b
4883,17991,
4884,17907,jazz
4885,17907,electronic
4886,17853,rock
4887,17853,electronic
4888,17843,rock
4889,17843,electronic
4890,17846,global
4891,17900,
4892,17831,rock
4893,17851,rock
4894,17968,experimental
4895,17822,rock
4896,17822,experimental
4897,17850,rock
4898,17908,rock
4899,17842,pop/r&b
4900,17852,electronic
4901,17899,electronic
4902,17830,rock
4903,17935,
4904,17847,experimental
4905,17847,electronic
4906,17825,
4907,17832,
4908,17752,rock
4909,17752,electronic
4910,17897,
4911,17895,rock
4912,17858,electronic
4913,17936,pop/r&b
4914,17864,
4915,17901,rock
4916,17804,rock
4917,17827,rock
4918,17904,
4919,17784,metal
4920,17888,
4921,17833,rock
4922,17833,electronic
4923,17820,rock
4924,17820,electronic
4925,17859,rock
4926,17969,rap
4927,17829,rock
4928,17720,rock
4929,17821,rock
4930,17821,electronic
4931,17772,rap
4932,17905,electronic
4933,17891,rap
4934,17805,rap
4935,17824,
4936,17819,folk/country
4937,17826,rock
4938,17749,rock
4939,17802,rap
4940,17705,electronic
4941,17667,rock
4942,17667,electronic
4943,17791,electronic
4944,17818,rock
4945,17818,electronic
4946,17792,rock
4947,17792,electronic
4948,17803,
4949,17748,rock
4950,17795,electronic
4951,17862,
4952,17793,electronic
4953,17794,rap
4954,17755,rock
4955,17840,
4956,17928,
4957,17786,rock
4958,17754,
4959,17700,
4960,17836,rock
4961,17836,experimental
4962,17863,
4963,17788,rock
4964,17789,pop/r&b
4965,17887,
4966,17790,
4967,17815,metal
4968,17779,rock
4969,17780,folk/country
4970,17883,
4971,17680,
4972,17860,experimental
4973,17860,electronic
4974,17781,rock
4975,17608,metal
4976,17885,rap
4977,17753,pop/r&b
4978,17753,electronic
4979,17886,rock
4980,17886,experimental
4981,17721,rock
4982,17721,experimental
4983,17730,rock
4984,17495,
4985,17796,
4986,17839,rock
4987,17839,pop/r&b
4988,17736,pop/r&b
4989,17782,rock
4990,17884,rap
4991,17713,rock
4992,17607,metal
4993,17522,rock
4994,17731,rock
4995,17723,rock
4996,17737,
4997,17777,
4998,17762,rock
4999,17762,experimental
5000,17762,electronic
5001,17756,pop/r&b
5002,17738,rock
5003,17650,
5004,17633,metal
5005,17801,
5006,17634,rock
5007,17634,experimental
5008,17690,electronic
5009,17605,folk/country
5010,17605,metal
5011,17582,
5012,17810,rock
5013,17811,pop/r&b
5014,17857,rap
5015,17428,
5016,17773,
5017,17800,folk/country
5018,17771,rock
5019,17798,rap
5020,17763,
5021,17823,
5022,17855,rock
5023,17624,electronic
5024,17812,pop/r&b
5025,17774,electronic
5026,17724,
5027,17668,rock
5028,17769,rock
5029,17769,electronic
5030,17706,rock
5031,17706,experimental
5032,17809,
5033,17768,
5034,17688,rock
5035,17640,electronic
5036,17734,pop/r&b
5037,17734,electronic
5038,17787,rock
5039,17657,rock
5040,17675,rock
5041,17675,metal
5042,17675,electronic
5043,17816,rock
5044,17838,rap
5045,17671,rock
5046,17671,experimental
5047,17743,
5048,17693,rock
5049,17735,electronic
5050,17673,rock
5051,17674,rock
5052,17674,electronic
5053,17746,
5054,17672,rock
5055,17701,electronic
5056,17549,rock
5057,17670,electronic
5058,17742,metal
5059,17766,
5060,17648,rock
5061,17648,electronic
5062,17647,
5063,17767,rock
5064,17767,global
5065,17767,electronic
5066,17664,
5067,17764,rock
5068,17808,rap
5069,17699,rock
5070,17658,electronic
5071,17631,rock
5072,17646,rock
5073,17765,electronic
5074,17727,folk/country
5075,17727,electronic
5076,17635,rock
5077,17652,
5078,17645,electronic
5079,17665,experimental
5080,17644,rock
5081,17622,experimental
5082,17745,rock
5083,17632,experimental
5084,17590,rock
5085,17761,rap
5086,17642,metal
5087,17704,
5088,17628,pop/r&b
5089,17630,experimental
5090,17484,electronic
5091,17579,rap
5092,17609,
5093,17697,electronic
5094,17576,
5095,17760,rap
5096,17698,
5097,17629,rock
5098,17643,rock
5099,17797,folk/country
5100,17758,rap
5101,17662,rock
5102,17662,experimental
5103,17759,
5104,17691,electronic
5105,17626,rock
5106,17625,pop/r&b
5107,17661,rock
5108,17661,experimental
5109,17612,
5110,17623,rock
5111,17621,rock
5112,17621,experimental
5113,17757,
5114,17663,
5115,17712,rock
5116,17712,pop/r&b
5117,17618,rock
5118,17711,rock
5119,17719,experimental
5120,17719,electronic
5121,17751,
5122,17722,
5123,17750,rap
5124,17708,rock
5125,17714,rap
5126,17714,electronic
5127,17601,
5128,17718,electronic
5129,17572,
5130,17583,pop/r&b
5131,17747,rap
5132,17580,rock
5133,17580,pop/r&b
5134,17733,rock
5135,17578,rock
5136,17716,rap
5137,17616,rock
5138,17616,experimental
5139,17683,rock
5140,17686,electronic
5141,17581,
5142,17584,rock
5143,17584,electronic
5144,17687,pop/r&b
5145,17659,electronic
5146,17679,
5147,17499,rock
5148,17575,electronic
5149,17682,rap
5150,17613,rock
5151,17615,electronic
5152,17574,rock
5153,17383,rock
5154,17383,electronic
5155,17684,rap
5156,17715,
5157,17677,rock
5158,17726,rock
5159,17726,experimental
5160,17649,
5161,17656,rock
5162,17653,
5163,17703,
5164,17570,rock
5165,17707,rock
5166,17707,electronic
5167,17569,rock
5168,17592,
5169,17620,rock
5170,17523,rock
5171,17577,rock
5172,17602,rock
5173,17602,metal
5174,17611,rock
5175,17606,
5176,17571,rock
5177,17571,electronic
5178,17681,electronic
5179,17636,rock
5180,17694,rap
5181,17562,pop/r&b
5182,17676,jazz
5183,17567,rock
5184,17567,pop/r&b
5185,17568,
5186,17599,
5187,17695,pop/r&b
5188,17695,electronic
5189,17565,rock
5190,17555,rock
5191,17637,
5192,17655,
5193,17600,
5194,17538,rock
5195,17654,rap
5196,17563,
5197,17544,
5198,17561,electronic
5199,17537,rock
5200,17597,rock
5201,17595,rap
5202,17596,rock
5203,17546,
5204,17651,rap
5205,17559,rock
5206,17557,electronic
5207,17666,
5208,17594,
5209,17550,rock
5210,17558,rock
5211,17514,rock
5212,17514,electronic
5213,17556,electronic
5214,17566,folk/country
5215,17497,rap
5216,17517,rock
5217,17619,pop/r&b
5218,17539,rap
5219,17553,electronic
5220,17552,rock
5221,17330,rock
5222,17502,
5223,17593,
5224,17535,rock
5225,17535,electronic
5226,17516,electronic
5227,17560,
5228,17513,rock
5229,17512,rock
5230,17638,
5231,17585,rock
5232,17585,electronic
5233,17534,rock
5234,17586,rap
5235,17536,
5236,17554,
5237,17532,rock
5238,17548,rock
5239,17551,rock
5240,17587,
5241,17540,rock
5242,17540,pop/r&b
5243,17540,electronic
5244,17510,rap
5245,17519,rock
5246,17530,rock
5247,17530,experimental
5248,17528,rap
5249,17431,
5250,17529,rock
5251,17533,rock
5252,17518,rap
5253,17531,
5254,17496,rock
5255,17496,electronic
5256,17501,rock
5257,17405,rock
5258,17545,pop/r&b
5259,17545,folk/country
5260,17509,rock
5261,17543,rap
5262,17504,experimental
5263,17526,global
5264,17526,experimental
5265,17526,electronic
5266,17486,rap
5267,17541,
5268,17542,
5269,17508,electronic
5270,17455,pop/r&b
5271,17455,electronic
5272,17418,folk/country
5273,17500,rock
5274,17520,electronic
5275,17437,rock
5276,17437,metal
5277,17511,
5278,17521,rap
5279,17478,electronic
5280,17425,rock
5281,17525,rap
5282,17489,rock
5283,17490,jazz
5284,17490,experimental
5285,17507,
5286,17432,
5287,17515,
5288,17326,
5289,17424,rock
5290,17461,
5291,17485,
5292,17498,experimental
5293,17498,electronic
5294,17468,
5295,17442,pop/r&b
5296,17472,electronic
5297,17417,
5298,17492,electronic
5299,17491,electronic
5300,17494,pop/r&b
5301,17503,rap
5302,17404,
5303,17505,rap
5304,17506,
5305,17488,rock
5306,17488,pop/r&b
5307,17488,electronic
5308,17483,electronic
5309,17443,
5310,17477,rap
5311,17487,rap
5312,17487,electronic
5313,17471,electronic
5314,17421,
5315,17423,
5316,17391,rap
5317,17493,rock
5318,17493,electronic
5319,17475,rap
5320,17460,
5321,17450,metal
5322,17407,pop/r&b
5323,17406,
5324,17469,rap
5325,17470,
5326,17377,
5327,17386,pop/r&b
5328,17386,electronic
5329,17295,pop/r&b
5330,17441,rap
5331,17416,
5332,17378,electronic
5333,17294,rap
5334,17429,rock
5335,17429,experimental
5336,17430,jazz
5337,17481,experimental
5338,17355,rock
5339,17482,rap
5340,17480,
5341,17464,rock
5342,17467,pop/r&b
5343,17467,electronic
5344,17447,
5345,17393,rock
5346,17393,electronic
5347,17439,rock
5348,17439,pop/r&b
5349,17439,electronic
5350,17451,rock
5351,17364,
5352,17435,
5353,17389,rock
5354,17474,rock
5355,17359,electronic
5356,17413,
5357,17453,
5358,17324,rock
5359,17476,pop/r&b
5360,17446,
5361,17385,electronic
5362,17382,
5363,17387,rock
5364,17457,pop/r&b
5365,17444,
5366,17411,
5367,17381,
5368,17384,electronic
5369,17327,experimental
5370,17325,metal
5371,17340,
5372,17463,
5373,17376,
5374,17466,rap
5375,17448,rock
5376,17317,rock
5377,17317,metal
5378,17317,electronic
5379,17302,
5380,17434,rock
5381,17434,electronic
5382,17329,rock
5383,17454,
5384,17408,electronic
5385,17458,rock
5386,17373,pop/r&b
5387,17374,rock
5388,17363,rap
5389,17459,electronic
5390,17412,
5391,17369,pop/r&b
5392,17456,rap
5393,17456,experimental
5394,17445,
5395,17293,rock
5396,17399,
5397,17370,rock
5398,17301,rap
5399,17352,rap
5400,17414,
5401,17440,
5402,17129,rock
5403,17356,experimental
5404,17251,rap
5405,17415,folk/country
5406,17214,rap
5407,17064,experimental
5408,17375,rap
5409,17328,rock
5410,17328,metal
5411,17292,rock
5412,17360,electronic
5413,17300,rock
5414,17350,rap
5415,17362,rock
5416,17362,experimental
5417,17362,electronic
5418,17366,experimental
5419,17366,electronic
5420,17403,
5421,17297,rock
5422,17297,metal
5423,17297,electronic
5424,17279,rock
5425,17279,metal
5426,17296,rock
5427,17299,rap
5428,17217,
5429,17320,folk/country
5430,17304,rock
5431,17396,rock
5432,17201,rap
5433,17353,
5434,17280,pop/r&b
5435,17365,rock
5436,17298,electronic
5437,17146,rap
5438,17401,rock
5439,17401,experimental
5440,17272,electronic
5441,17321,rock
5442,17409,rock
5443,17343,
5444,17318,
5445,17269,rock
5446,17278,electronic
5447,17380,rock
5448,17290,rap
5449,17290,metal
5450,17367,
5451,17433,
5452,17277,electronic
5453,17349,
5454,17395,electronic
5455,17319,
5456,17291,rock
5457,17291,experimental
5458,17291,electronic
5459,17397,rap
5460,17259,rock
5461,17259,electronic
5462,17354,rock
5463,17312,electronic
5464,17303,experimental
5465,17274,electronic
5466,17265,
5467,17400,experimental
5468,17314,
5469,17273,rock
5470,17276,electronic
5471,17331,
5472,17268,rock
5473,17398,
5474,17402,rap
5475,17207,rock
5476,17204,
5477,17289,
5478,17313,
5479,17209,rock
5480,17211,rap
5481,17181,rock
5482,17271,rock
5483,17286,
5484,17182,rock
5485,17315,rap
5486,17254,electronic
5487,17225,
5488,17334,
5489,17213,rock
5490,17215,rap
5491,17203,electronic
5492,17270,pop/r&b
5493,17338,
5494,17205,electronic
5495,17206,metal
5496,17208,
5497,17210,rock
5498,17210,electronic
5499,17219,rock
5500,17219,electronic
5501,17262,rock
5502,17134,electronic
5503,17332,experimental
5504,17339,experimental
5505,17336,
5506,17220,rock
5507,17335,rock
5508,17257,rock
5509,17123,rock
5510,17346,
5511,17258,rock
5512,17067,
5513,17171,electronic
5514,17221,rock
5515,17337,jazz
5516,17337,metal
5517,17253,rap
5518,17344,rock
5519,17218,electronic
5520,17222,pop/r&b
5521,17311,
5522,17174,rock
5523,17223,rock
5524,17223,electronic
5525,17255,metal
5526,17224,rock
5527,17224,experimental
5528,17322,
5529,17305,rock
5530,17305,pop/r&b
5531,17266,rock
5532,17197,rap
5533,17184,rock
5534,17184,experimental
5535,17284,rock
5536,16745,experimental
5537,17250,rap
5538,17178,
5539,17248,
5540,17238,
5541,17179,rock
5542,17247,pop/r&b
5543,17188,
5544,17180,rock
5545,17173,pop/r&b
5546,17183,electronic
5547,17252,rock
5548,17177,rock
5549,17122,rap
5550,17122,electronic
5551,17105,rock
5552,17105,experimental
5553,17283,rock
5554,17176,
5555,17175,experimental
5556,17307,rap
5557,17309,
5558,17132,metal
5559,17119,rap
5560,17199,
5561,17229,
5562,17245,rock
5563,17135,metal
5564,17243,rock
5565,17007,
5566,17230,
5567,17242,electronic
5568,17170,rock
5569,17200,rock
5570,17172,
5571,17282,
5572,17231,
5573,17133,rock
5574,17136,rock
5575,17136,rap
5576,17158,rock
5577,17198,
5578,17241,
5579,17131,rock
5580,17120,rock
5581,17074,rap
5582,17239,rock
5583,17263,
5584,17216,rap
5585,17216,experimental
5586,17130,rock
5587,17157,
5588,17234,electronic
5589,17166,experimental
5590,17125,pop/r&b
5591,17235,rap
5592,17127,
5593,17196,
5594,17028,rock
5595,17028,experimental
5596,17124,
5597,17126,rock
5598,17113,pop/r&b
5599,17121,rock
5600,17237,
5601,17112,rock
5602,17281,rock
5603,17195,rock
5604,17155,electronic
5605,17040,electronic
5606,17115,electronic
5607,17111,rock
5608,17111,electronic
5609,17116,rock
5610,17114,rock
5611,17114,electronic
5612,17236,
5613,17096,
5614,17081,rock
5615,17081,metal
5616,17233,rock
5617,17194,
5618,17107,
5619,17148,rap
5620,17097,rock
5621,17193,
5622,17108,rock
5623,17191,metal
5624,17110,rock
5625,17228,rap
5626,17106,experimental
5627,17106,electronic
5628,17165,rock
5629,17192,pop/r&b
5630,17192,electronic
5631,17079,rock
5632,17032,electronic
5633,17095,
5634,17078,electronic
5635,17049,electronic
5636,17084,rock
5637,17156,electronic
5638,17202,electronic
5639,17147,metal
5640,17077,rock
