,reviewid,label
4326,18533,rhymes of an hour
4327,18514,moshi moshi
4328,18514,instant
4329,18434,thrill jockey
4330,18536,lit city
4331,18329,the flenser
4332,18529,big beat
4333,18529,record company ten
4334,18534,avalanche
4335,18525,epitonic
4336,18359,flying nun
4337,18459,relapse
4338,18523,glassnote
4339,18492,joyful noise
4340,18417,old flame
4341,18495,captured tracks
4342,18418,relapse
4343,18517,universal
4344,18519,realworld
4345,18528,smalltown supersound
4346,18394,profound lore
4347,18567,odd future
4348,18511,cash money
4349,18511,republic
4350,18511,young money entertainment
4351,18512,fat possum
4352,18591,republic
4353,18520,software
4354,18483,ghostly international
4355,18482,joyful noise
4356,18494,chimera
4357,18569,yg
4358,18553,superior viaduct
4359,18547,pan
4360,18590,young turks
4361,18497,blue note
4362,18496,vagrant
4363,18555,drag city
4364,18416,friends of friends
4365,18498,dfa
4366,18562,def jam
4367,18449,ba da bing!
4368,18489,modern art
4369,18484,cascine
4370,18491,drag city
4371,18367,deathwish
4372,18493,sacred bones
4373,18473,columbia
4374,18566,hometapes
4375,18487,columbia
4376,18488,manqu
4377,18490,anticon
4378,18485,warp
4379,18486,k records
4380,18477,dfa
4381,18468,true panther
4382,18468,mushroom pillow
4383,18478,slumberland
4384,18388,no sleep
4385,18552,hardly art
4386,18474,mute
4387,18460,xl
4388,18460,hxc
4389,18467,polydor
4390,18467,dirty hit
4391,18472,hyperdub
4392,18516,old maid
4393,18386,domino
4394,18561,young money entertainment
4395,18507,western vinyl
4396,18360,nuclear blast
4397,18550,slumberland
4398,18470,bad boy
4399,18471,matador
4400,18387,anti-
4401,18546,self-released
4402,18551,elestial sound
4403,18458,republic
4404,18458,xo
4405,18438,dead oceans
4406,18444,elektra
4407,18453,morr
4408,18465,stones throw
4409,18560,self-released
4410,18456,sargent house
4411,18505,ba da bing!
4412,18462,self-released
4413,18435,warp
4414,18451,anti-
4415,18415,dischord
4416,18415,tjr
4417,18436,woodsist
4418,18445,castle face
4419,18466,notes and bolts
4420,18466,blvd
4421,18447,jagjaguwar
4422,18448,merge
4423,18452,light in the attic
4424,18437,merge
4425,18504,century media
4426,18443,columbia
4427,18457,ato
4428,18454,planet mu
4429,18503,captured tracks
4430,18503,stranded rekords
4431,18450,profan
4432,18402,columbia
4433,18461,agitated
4434,18310,l.i.e.s.
4435,18397,yep roc
4436,18331,profound lore
4437,18414,xl
4438,18414,true panther
4439,18442,epic / legacy
4440,18431,six degrees
4441,18375,don giovanni
4442,18422,drag city
4443,18413,matador
4444,18501,fool's gold
4445,18441,ghostly
4446,18502,run for cover
4447,18440,numero group
4448,18401,tri angle
4449,18384,polyvinyl
4450,18333,felte
4451,18430,kranky
4452,18400,umor rex
4453,18429,domino
4454,18385,paw tracks
4455,18346,season of mist
4456,18347,father/daughter
4457,18439,handmade birds
4458,18408,dead oceans
4459,18411,zoo music
4460,18424,jagjaguwar
4461,18424,paper bag
4462,18432,fat possum
4463,18446,relapse
4464,17921,polo grounds / rca
4465,18393,moshi moshi
4466,18188,bella union
4467,18364,care in the community
4468,18383,arts & crafts
4469,18398,drag city
4470,18382,sacred bones
4471,18423,top shelf
4472,18412,thrill jockey
4473,18428,self-released
4474,18325,sub pop
4475,18409,bromance
4476,18426,help yourself
4477,18420,warp
4478,18305,century media
4479,18380,columbia
4480,18380,tan cressida
4481,18381,secretly canadian
4482,18410,infinity cat recordings
4483,18366,season of mist
4484,18421,three lobed
4485,18378,domino
4486,18326,full time hobby
4487,18326,flemish eye
4488,18326,arbutus
4489,18425,drag city
4490,18391,peak oil
4491,18406,lightwave
4492,18376,sacred bones
4493,18390,gnome life
4494,18299,ato
4495,18306,fire
4496,18407,stones throw
4497,18365,merge
4498,18419,young turks
4499,18405,backwoodz studioz
4500,18379,memphis industries
4501,18379,partisan
4502,18370,strut
4503,18363,caldo verde
4504,18320,captured tracks
4505,18330,blackest ever black
4506,18377,in the red
4507,18374,fluff and gravy
4508,18324,sub pop
4509,18062,ninja tune
4510,18372,asylum
4511,18351,r&s
4512,18373,brainfeeder
4513,18250,blackest ever black
4514,18350,stones throw
4515,18314,gentlemen of the road
4516,18403,boompa
4517,18371,dirtnap
4518,18323,frenchkiss
4519,18323,co-op
4520,18352,flying nun
4521,18352,captured tracks
4522,18353,self-released
4523,18354,stones throw
4524,18358,sibir
4525,18389,self-released
4526,18362,infamous
4527,18307,planet mu
4528,18361,modular
4529,18322,sacred bones
4530,18321,temporary residence
4531,18254,dfa
4532,18308,thirsty ear
4533,18318,light in the attic
4534,18300,kranky
4535,18317,temporary residence
4536,18316,pleasure masters
4537,18319,captured tracks
4538,18348,redeye
4539,18224,20 buck spin
4540,18293,jealous butcher
4541,18369,warner japan
4542,18340,captured tracks
4543,18093,translation loss
4544,18263,thrill jockey
4545,18315,mute
4546,18315,monkeytown
4547,18344,cobraside
4548,18068,translation loss
4549,18189,profound lore
4550,18349,ninja tune
4551,18341,iron works
4552,18357,big scary monsters
4553,18357,top shelf
4554,18357,to lose la track
4555,18332,empty cellar
4556,18284,october's very own
4557,18287,relapse
4558,18339,relapse
4559,18312,domino
4560,18294,merge
4561,18262,20 buck spin
4562,18335,graveface
4563,18298,vagrant
4564,18298,island
4565,18343,self-released
4566,18304,hyperdub
4567,18345,self-released
4568,18311,paradise of bachelors
4569,18336,breadwinners association
4570,18337,merge
4571,18285,autumn tone
4572,18301,wyrd
4573,18327,fool's gold
4574,18296,slumberland
4575,18228,jagjaguwar
4576,18290,apollo
4577,18302,alpha pup
4578,18175,volcom
4579,18297,fat possum
4580,18286,hardly art
4581,18260,ipecac
4582,18255,relapse
4583,18269,weird world
4584,18288,merge
4585,18268,kobalt
4586,18258,burger
4587,18174,graveface
4588,18131,emotional response
4589,18131,emotional rescue
4590,18295,atp
4591,18207,planet mu
4592,18289,bureau b
4593,18159,profound lore
4594,18240,editions mego
4595,18259,virgin
4596,18259,universal
4597,18251,fire
4598,18209,joyful noise
4599,18238,numero group
4600,18222,metal blade
4601,18282,2062
4602,18257,republic records
4603,18309,self-released
4604,18265,rusted blue
4605,18278,iron lung
4606,18256,drag city
4607,18256,process media
4608,18227,orchard
4609,18271,dead oceans
4610,18292,atp
4611,18182,numero group
4612,18212,omnivore
4613,18274,underwater peoples
4614,18223,dropping gems
4615,18199,sways
4616,18291,soul jazz
4617,18275,sunday best
4618,18275,sacred bones
4619,18045,superior viaduct
4620,18281,paper bag
4621,18279,self-released
4622,18252,100% silk
4623,18245,carpark
4624,18276,cinematic
4625,18229,innovative leisure
4626,18176,paradise of bachelors
4627,18092,napalm
4628,18280,epic
4629,18168,late night tales
4630,18266,xl
4631,18266,siberia
4632,18266,terrible
4633,18283,thirty tigers
4634,18283,southeastern
4635,17972,anti-
4636,17972,city slang
4637,18248,sub pop
4638,18272,esgn
4639,18261,rvng intl.
4640,18171,shelter press
4641,18118,leaf
4642,18267,ultra music
4643,18249,gbv
4644,18249,fire
4645,18217,nihjgt feelings
4646,18203,thrill jockey
4647,18239,m'lady's
4648,18247,roc nation
4649,18246,sunday best
4650,18097,ministry of sound
4651,18112,thrill jockey
4652,18244,new amsterdam
4653,18184,border community
4654,18190,omnivore
4655,18264,
4656,18210,audraglint
4657,17934,lawless
4658,18219,
4659,18164,r&s
4660,18163,sqe
4661,18237,stones throw
4662,18218,groovement
4663,18243,self-released
4664,18206,columbia
4665,18236,hbk gang
4666,17893,southern lord
4667,18162,awesome tapes from africa
4668,18215,atlantic
4669,18215,maybach
4670,18214,ex
4671,18221,cmeme
4672,18241,wichita
4673,18233,a389
4674,18195,domino
4675,18195,paper bag
4676,18220,anti- / epitaph
4677,18039,accidental
4678,18196,mercury
4679,18100,magic bullet
4680,18154,light in the attic
4681,18211,entertainment one
4682,18170,mute
4683,18117,anticon
4684,18147,fan death
4685,18202,rostrum
4686,18200,light in the attic
4687,18204,twosyllable
4688,18213,rvng intl.
4689,18234,maybach
4690,17588,roc nation
4691,18124,astralwerks
4692,18225,marathon artists
4693,18235,sub pop
4694,18109,polyvinyl
4695,18186,vice
4696,18088,universal
4697,18181,self-released
4698,18115,slumberland
4699,18158,thrill jockey
4700,18183,4ad
4701,18201,tiny telephone
4702,17974,black truffle
4703,18083,uno
4704,18198,self-released
4705,18172,def jam
4706,18173,stones throw
4707,18205,self-released
4708,18005,thrill jockey
4709,18005,plancha
4710,18197,carpark
4711,18191,xl
4712,18194,drag city
4713,18192,urinal cake
4714,18187,k7
4715,18193,ninja tune
4716,18103,infectious
4717,18121,ghostly
4718,18177,touch and go
4719,18141,polyvinyl
4720,18120,fork and spoon
4721,18120,orchid tapes
4722,18169,universal republic
4723,18123,warner bros.
4724,18167,mexican summer
4725,18122,sacred bones
4726,18095,in the red
4727,18110,mom & pop
4728,18089,epic
4729,18166,odd future
4730,18084,rise above
4731,18146,sony
4732,18060,deathwish
4733,18098,atlantic
4734,18080,young turks
4735,18139,thrill jockey
4736,18161,sacred bones
4737,18104,warp
4738,18165,vertigo
4739,18165,republic
4740,17923,thrill jockey
4741,18140,dead oceans
4742,18157,riverboat
4743,18156,brainfeeder
4744,18185,4ad
4745,18058,de stijl
4746,18058,xpressway
4747,17967,williams street
4748,18130,mexican summer
4749,18090,domino
4750,18152,self-released
4751,18179,uno
4752,18082,relapse
4753,18114,palilalia
4754,18096,merge
4755,18178,interscope
4756,18178,bad boy
4757,18054,woodsist
4758,17610,captured tracks
4759,18155,double six
4760,18091,pmr
4761,18086,virgin
4762,18086,capitol
4763,18081,true panther
4764,18136,outer battery
4765,18142,ghostly
4766,18087,matador
4767,18137,domino
4768,18066,ribbon music
4769,18094,vagrant
4770,18099,prosthetic
4771,18134,italians do it better
4772,18064,k7
4773,18004,innovative leisure
4774,18153,arbutus
4775,18135,rune grammofon
4776,18057,season of mist
4777,18138,universal japan
4778,18000,temporary residence
4779,17927,southern lord
4780,18145,goner
4781,18053,def jam
4782,18063,city slang
4783,17949,burger
4784,17965,sub pop
4785,18061,warp
4786,18065,anticon
4787,18056,domino
4788,18043,fade to mind
4789,18055,k7
4790,18085,northern spy
4791,18050,domino
4792,17998,acphale
4793,18031,polyvinyl
4794,17956,hippos in tanks
4795,17956,world music
4796,18119,ba da bing!
4797,18076,zoo music
4798,18029,labrador
4799,18007,thrill jockey
4800,18129,cascine
4801,18052,drag city
4802,18042,matador
4803,18143,secretly canadian
4804,18133,creative control
4805,17776,columbia
4806,18132,100% silk
4807,18030,4ad
4808,18051,hyperdub
4809,18008,thrill jockey
4810,18078,hardly art
4811,17952,beats in space
4812,18028,columbia
4813,17813,rca
4814,18033,drag city
4815,18108,editions mego
4816,18077,atp
4817,18035,interscope
4818,17869,ipecac
4819,18019,sacred bones
4820,18020,rise above
4821,18128,tectonic
4822,18044,cherry red
4823,18009,sacred bones
4824,18003,secretly canadian
4825,17915,software
4826,18070,bella union
4827,18070,partisan
4828,17942,4ad
4829,18006,warp
4830,18125,high moon
4831,17817,ppm
4832,17980,candlelight
4833,18106,bella union
4834,18106,captured tracks
4835,18049,rhino
4836,17997,ghostly
4837,18059,rise above
4838,18027,staubgold
4839,17963,xl
4840,17996,nonesuch
4841,18107,sargent house
4842,18040,soul jazz
4843,18069,ghost box
4844,17990,merge
4845,18001,jagjaguwar
4846,18036,100% silk
4847,18002,nuclear blast
4848,18016,rise above
4849,17999,ed banger
4850,17925,good
4851,18025,chapter music
4852,17988,northern spy
4853,17971,agonia
4854,17989,first international
4855,17978,on repeat
4856,18023,cantaloupe
4857,18071,uno
4858,18101,jagjaguwar
4859,18105,
4860,17950,constellation
4861,17964,software
4862,18073,domino
4863,17892,relapse
4864,17977,matador
4865,17977,pop noire
4866,18011,bella union
4867,17932,lex
4868,17854,profound lore
4869,17987,fxhe
4870,17966,4ad
4871,17953,shea stadium
4872,17943,blacksmith
4873,17970,at a loss
4874,18072,slumberland
4875,17959,merge
4876,17947,ipecac
4877,17957,western vinyl
4878,18024,eglo
4879,18038,anyway
4880,17944,fire
4881,18046,dead oceans
4882,17917,need want
4883,17941,20 buck spin
4884,18048,fabric
4885,17954,warp
4886,17960,caldo verde
4887,18067,rostrum
4888,18067,jet life
4889,17929,southern lord
4890,17992,equal vision
4891,17903,fat possum
4892,17973,twenty-first chapter
4893,17945,kranky
4894,18037,don giovanni
4895,17946,secretly canadian
4896,18022,back lot
4897,17841,fire
4898,17940,temporary residence
4899,17678,candlelight
4900,17962,now again
4901,17880,iamsound
4902,17924,paper bag
4903,18017,birdtapes
4904,17986,rough trade
4905,18034,fat possum
4906,17920,rca
4907,17920,vice
4908,17920,mad decent
4909,17920,berhane sound system
4910,17916,mexican summer
4911,17874,stones throw
4912,18015,sacred bones
4913,17985,vp
4914,17930,mute
4915,18021,def jam
4916,18021,cinematic
4917,17919,graveface
4918,17881,blackout beach
4919,17879,season of mist
4920,17913,glassnote
4921,18010,middle west
4922,17911,thrill jockey
4923,17871,hippos in tanks
4924,18018,spunk
4925,17875,nonesuch
4926,17902,interscope
4927,17902,bad boy
4928,17882,megaforce
4929,17806,profound lore
4930,17918,50 weapons
4931,17872,wax poetics
4932,17807,loma vista
4933,17877,delicacies
4934,17937,downtown
4935,18014,flying nun
4936,18014,captured tracks
4937,17732,tri angle
4938,17906,the end
4939,17873,drag city
4940,17910,thrill jockey
4941,17741,flenser
4942,17627,secretly canadian
4943,17627,mad decent
4944,17909,epic / legacy
4945,17876,saddle creek
4946,18012,self-released
4947,17912,self-released
4948,17868,interscope
4949,17866,castle face
4950,17867,planet mu
4951,17639,wsphere
4952,17894,relapse
4953,17837,parlophone
4954,17799,storysound
4955,17870,kompakt
4956,17870,time no place
4957,17991,kidfire
4958,17907,ninja tune
4959,17853,sub pop
4960,17843,bmg
4961,17846,nonesuch
4962,17900,strut
4963,17831,lm dupli-cation
4964,17851,matador
4965,17968,de stijl
4966,17822,kranky
4967,17850,castle face
4968,17908,yep roc
4969,17908,paper bag
4970,17842,republic
4971,17852,double six
4972,17899,hotflush
4973,17830,mercury
4974,17935,western vinyl
4975,17847,mute
4976,17847,brille
4977,17847,rabid
4978,17825,fat possum
4979,17832,iamsound
4980,17752,abstract dragon
4981,17897,relapse
4982,17895,night people
4983,17858,hippos in tanks
4984,17936,dunham
4985,17864,poppydisc
4986,17901,fat possum
4987,17804,bella union
4988,17804,warner bros.
4989,17827,little record company
4990,17904,riot house
4991,17784,southern lord
4992,17888,captured tracks
4993,17833,sub pop
4994,17820,rough trade
4995,17859,4ad
4996,17969,jet life
4997,17829,kill rock stars
4998,17720,pinkflag
4999,17821,blue horizon
5000,17772,warner bros.
5001,17905,hotflush
5002,17891,
5003,17805,odd future
5004,17824,columbia legacy
5005,17819,paradise of bachelors
5006,17826,dead oceans
5007,17749,jagjaguwar
5008,17802,young money entertainment
5009,17705,ffrr
5010,17667,r&s
5011,17791,dutty artz
5012,17818,polyvinyl
5013,17792,mute
5014,17792,columbia
5015,17803,new amsterdam
5016,17748,merge
5017,17795,brainfeeder
5018,17862,global jukebox
5019,17793,pampa
5020,17794,new world color
5021,17755,aed
5022,17840,hands in the dark
5023,17928,relapse
5024,17786,mom & pop
5025,17754,kompakt
5026,17700,nna tapes
5027,17836,northern spy
5028,17863,planet mu
5029,17788,rca
5030,17789,glassnote
5031,17789,goodbye
5032,17887,k7
5033,17790,bureau b
5034,17815,roadrunner
5035,17779,suede limited
5036,17780,merge
5037,17883,truth & soul
5038,17680,drag city
5039,17860,self-released
5040,17781,sub pop
5041,17608,season of mist
5042,17885,hs87
5043,17753,cooperative
5044,17753,merok
5045,17886,slumberland
5046,17721,kill rock stars
5047,17730,morr
5048,17495,strut
5049,17796,ato
5050,17839,magic marker
5051,17736,rca
5052,17782,underwater peoples
5053,17884,self-released
5054,17713,drag city
5055,17607,relapse
5056,17522,dead oceans
5057,17731,rough trade
5058,17723,ba da bing!
5059,17737,thrill jockey
5060,17777,digitalis
5061,17762,domino
5062,17756,asthmatic kitty
5063,17738,hardly art
5064,17650,self-released
5065,17633,sacrament music
5066,17801,atlantic
5067,17634,thrill jockey
5068,17690,asthmatic kitty
5069,17605,debemur morti
5070,17582,grnland
5071,17810,roswell
5072,17811,wax poetics
5073,17857,slow motion soundz
5074,17428,paper bag
5075,17428,raf
5076,17773,smalltown supersound
5077,17800,nonesuch
5078,17771,rounder
5079,17798,decon
5080,17763,liberation technologies
5081,17823,seventh rule
5082,17855,iso
5083,17624,mute
5084,17812,modular
5085,17774,bpitch control
5086,17724,flying nun
5087,17724,captured tracks
5088,17668,sacred bones
5089,17769,human level
5090,17706,software
5091,17809,dischord
5092,17768,slumberland
5093,17688,don giovanni
5094,17640,lefse
5095,17734,no. 19 music
5096,17787,have 10p
5097,17657,fat cat
5098,17675,columbia
5099,17816,eone
5100,17838,greedhead
5101,17671,secretly canadian
5102,17743,willowtip
5103,17693,republic
5104,17693,innovative leisure
5105,17693,loma vista
5106,17735,friends of friends
5107,17735,wedidit
5108,17673,pytheas
5109,17674,luaka bop
5110,17746,no pain in pop
5111,17672,fat possum
5112,17701,ghostly
5113,17549,arbutus
5114,17670,kranky
5115,17742,world terror committee
5116,17766,matador
5117,17648,paper bag
5118,17647,mute
5119,17647,spoon
5120,17767,bureau b
5121,17664,kompakt
5122,17764,rock action
5123,17808,
5124,17699,merok
5125,17658,felte
5126,17631,slender means society
5127,17631,marriage
5128,17646,arbutus
5129,17765,mercury
5130,17727,third man
5131,17635,mexican summer
5132,17652,50 weapons
5133,17645,mexican summer
5134,17645,software
5135,17665,blackest ever black
5136,17644,merge
5137,17622,thrill jockey
5138,17745,jolly dream
5139,17632,xl
5140,17590,merge
5141,17761,warner bros.
5142,17642,peaceville
5143,17704,carpark
5144,17628,warp
5145,17630,thrill jockey
5146,17484,transgressive
5147,17484,mom & pop
5148,17484,future classic
5149,17579,graveface
5150,17609,thrill jockey
5151,17697,self-released
5152,17576,profound lore
5153,17760,1017 brick squad
5154,17698,rvng intl.
5155,17629,drag city
5156,17643,sire
5157,17643,ada
5158,17797,drag city
5159,17758,good
5160,17662,woodsist
5161,17759,innovative leisure
5162,17691,warp
5163,17626,caldo verde
5164,17625,4ad
5165,17661,sacred bones
5166,17612,awesome tapes from africa
5167,17623,matador
5168,17621,captured tracks
5169,17757,peoples potential unlimited
5170,17663,no quarter
5171,17712,polyvinyl
5172,17618,bad seed ltd.
5173,17711,don giovanni
5174,17719,bureau b
5175,17751,self-released
5176,17722,lucky number
5177,17750,self-released
5178,17708,self-released
5179,17714,friends of friends
5180,17601,mexican summer
5181,17718,atomnation
5182,17572,night slugs
5183,17583,badman
5184,17747,self-released
5185,17580,self-released
5186,17733,spintonic
5187,17578,warner bros.
5188,17578,transgressive
5189,17716,brainfeeder
5190,17616,slumberland
5191,17616,bella union
5192,17683,brassland
5193,17686,not not fun
5194,17581,sub pop
5195,17584,domino
5196,17687,blue note
5197,17659,melodic
5198,17659,manimal
5199,17679,indie
5200,17499,rhino
5201,17499,warner bros.
5202,17575,warp
5203,17682,greedhead
5204,17682,camp & street
5205,17613,arts & crafts
5206,17615,rinse
5207,17574,canvasback / atlantic
5208,17383,bmg
5209,17684,mishka
5210,17715,trouble in mind
5211,17677,rad
5212,17726,self-released
5213,17649,stones throw
5214,17649,leaving
5215,17656,dead oceans
5216,17653,convex industries
5217,17703,mint
5218,17570,jagjaguwar
5219,17707,werk discs
5220,17569,marshall teller
5221,17592,drag city
5222,17620,polyvinyl
5223,17620,glitter end
5224,17523,ato
5225,17577,ribbon music
5226,17602,ipecac
5227,17611,black bell
5228,17606,metal blade
5229,17571,kranky
5230,17681,text
5231,17636,double denim
5232,17694,self-released
5233,17562,underwater peoples
5234,17676,columbia
5235,17676,legacy
5236,17567,merge
5237,17568,4ad
5238,17599,rounder
5239,17695,a bigger splash
5240,17565,island
5241,17555,revolver
5242,17637,decon
5243,17655,mexican summer
5244,17600,smalltown supersound
5245,17538,domino
5246,17654,ice h2o
5247,17563,brassland
5248,17544,clenchedwrench
5249,17561,rush hour
5250,17561,mcde
5251,17537,frenchkiss
5252,17537,infectious
5253,17597,warner bros.
5254,17595,self-released
5255,17596,merge
5256,17546,bulk
5257,17651,epic
5258,17651,free bandz
5259,17559,mom & pop
5260,17557,innovative leisure
5261,17666,self-released
5262,17594,end of time
5263,17550,atlantic
5264,17558,self-released
5265,17514,fat cat
5266,17556,ninja tune
5267,17566,latitudes
5268,17497,get on down
5269,17517,sub pop
5270,17619,self-released
5271,17539,self-released
5272,17553,fabric
5273,17552,jagjaguwar
5274,17330,jealous butcher
5275,17502,other music
5276,17593,kanine
5277,17535,matador
5278,17516,carpark
5279,17560,thrill jockey
5280,17513,barsuk
5281,17512,secretly canadian
5282,17638,under the spire
5283,17585,xl
5284,17585,young turks
5285,17534,in the red
5286,17586,maybach/warner bros.
5287,17536,don giovanni
5288,17554,drag city
5289,17532,rhino
5290,17532,warner bros.
5291,17548,429
5292,17551,captured tracks
5293,17587,thrill jockey
5294,17540,rca
5295,17510,stones throw
5296,17519,don giovanni
5297,17530,free people
5298,17528,self-released
5299,17431,memphis industries
5300,17529,fat possum
5301,17529,turnstile
5302,17533,chaperone
5303,17518,self-released
5304,17531,chimera
5305,17496,thrill jockey
5306,17501,matador
5307,17405,what's your rupture?
5308,17405,dull tools
5309,17545,polyvinyl
5310,17509,domino
5311,17543,mishka
5312,17504,mexican summer
5313,17504,software
5314,17526,rvng intl.
5315,17486,nature sounds
5316,17541,kranky
5317,17542,golf channel
5318,17508,kranky
5319,17455,nocturnal
5320,17418,atp
5321,17500,misra
5322,17520,melodic
5323,17437,blackball
5324,17511,rough trade
5325,17521,cinematic
5326,17478,ghostly
5327,17425,brutal panda
5328,17525,atlantic
5329,17525,grand hustle
5330,17489,fire
5331,17490,rune grammofon
5332,17507,piccadilly
5333,17432,big scary monsters
5334,17515,universal republic
5335,17326,jungle
5336,17424,yellowelectric
5337,17461,felte
5338,17485,spectrum spools
5339,17498,hyperdub
5340,17468,editions mego
5341,17442,emotional response
5342,17472,dfa
5343,17417,finders keepers
5344,17492,warp
5345,17491,accidental
5346,17494,our dawn
5347,17503,
5348,17404,listenable
5349,17505,polo grounds / rca
5350,17506,fool's gold
5351,17488,domino
5352,17483,clone
5353,17443,handmade birds
5354,17477,interscope
5355,17487,fool's gold
5356,17471,civil music
5357,17421,hotflush
5358,17423,fan death
5359,17391,atlantic
5360,17391,rostrum
5361,17493,self-released
5362,17475,self-released
5363,17460,ultramarine
5364,17450,profound lore
5365,17407,light in the attic
5366,17406,hydra head
5367,17469,interscope
5368,17470,volar
5369,17377,hippos in tanks
5370,17377,world music
5371,17386,one little indian
5372,17295,universal
5373,17441,def jam
5374,17416,acphale
5375,17378,editions mego
5376,17294,island def jam
5377,17429,mexican summer
5378,17430,mosaic
5379,17481,spectrum spools
5380,17355,italian beach babes
5381,17355,faux discx
5382,17355,gringo
5383,17482,self-released
5384,17480,sacred bones
5385,17464,self-released
5386,17467,fascination
5387,17447,pendu sound
5388,17393,carpark
5389,17439,heavenly
5390,17451,arbutus
5391,17451,merok
5392,17364,one little indian
5393,17435,von records
5394,17389,emi
5395,17474,jagjaguwar
5396,17359,pias
5397,17359,different
5398,17413,new amsterdam
5399,17453,indie
5400,17324,matador
5401,17476,rca
5402,17446,e1
5403,17385,rock action
5404,17382,agonia
5405,17387,4ad
5406,17457,self-released
5407,17444,susan lawly
5408,17411,in the red
5409,17381,prosthetic
5410,17384,emi
5411,17327,software
5412,17325,season of mist
5413,17340,dfa
5414,17463,innovative leisure
5415,17376,industrial
5416,17466,coke boys
5417,17448,bedroom community
5418,17317,broken spine
5419,17302,hemlock
5420,17434,bikini kill
5421,17329,megaforce
5422,17454,boysnoize
5423,17408,pelican fly
5424,17458,goner
5425,17373,terrible
5426,17374,sub pop
5427,17363,self-released
5428,17459,hippos in tanks
5429,17412,hozac
5430,17369,def jam
5431,17456,mishka
5432,17445,fourth wave
5433,17293,thrill jockey
5434,17399,metal blade
5435,17370,merge
5436,17301,decon
5437,17352,xl
5438,17352,hot charity
5439,17414,blackest ever black
5440,17440,spectrum spools
5441,17129,polydor
5442,17356,rvng intl.
5443,17251,greedhead
5444,17415,birth
5445,17214,rhymesayers
5446,17064,temporary residence
5447,17375,vice
5448,17328,dischord
5449,17292,control group
5450,17360,kranky
5451,17300,republic
5452,17300,seven four
5453,17350,uno
5454,17362,editions mego
5455,17366,sacred bones
5456,17366,avant!
5457,17403,siltbreeze
5458,17297,columbia
5459,17279,ipecac
5460,17296,woodsist
5461,17299,babygrande
5462,17217,werkdiscs
5463,17320,asthmatic kitty
5464,17304,jagjaguwar
5465,17396,vagrant
5466,17201,swtbrds
5467,17353,planet mu
5468,17280,universal republic
5469,17365,caldo verde
5470,17298,planet mu
5471,17146,universal
5472,17401,type
5473,17272,fiction
5474,17272,casablanca
5475,17272,universal republic
5476,17321,"guided by voices, inc."
5477,17321,fire
5478,17409,kranky
5479,17343,drag city
5480,17318,tompkins square
5481,17269,rhino
5482,17278,paw tracks
5483,17380,nuclear blast
5484,17380,stranded rekords
5485,17290,krian
5486,17367,stones throw
5487,17433,stax
5488,17433,red
5489,17433,soul temple
5490,17277,smalltown supersound
5491,17349,no pain in pop
5492,17395,hessle
5493,17319,candlelight
5494,17291,domino
5495,17397,self-released
5496,17259,different
5497,17354,rough trade
5498,17312,fade to mind
5499,17303,warp
5500,17274,monkeytown
5501,17265,sacred bones
5502,17400,moshi moshi
5503,17314,no sleep
5504,17273,domino
5505,17276,editions mego
5506,17331,dais records
5507,17268,fdh
5508,17268,red lounge
5509,17268,resurrection
5510,17398,metal blade
5511,17402,self-released
5512,17207,captured tracks
5513,17204,kranky
5514,17289,profound lore
5515,17313,brassland
5516,17209,mom & pop
5517,17211,anti-
5518,17181,cooperative
5519,17271,merge
5520,17286,tri angle
5521,17182,captured tracks
5522,17315,maybach
5523,17254,kompakt
5524,17225,r&s
5525,17334,fool's gold
5526,17213,warner bros.
5527,17215,young one
5528,17203,full pupp
5529,17270,vibration vineyard
5530,17338,carpark
5531,17205,modern love
5532,17206,neurot
5533,17208,thrill jockey
5534,17210,cascine
5535,17219,astralwerks
5536,17262,matador
5537,17134,rad cult
5538,17332,stranded rekords
5539,17332,rocket recordings
5540,17339,kranky
5541,17336,dead oceans
5542,17220,richter scale
5543,17220,superball
5544,17335,fader
5545,17257,audraglint
5546,17123,melodic
5547,17123,supply and demand
5548,17346,southern lord
5549,17258,xl
5550,17067,unseen worlds
5551,17067,philo
5552,17171,polydor
5553,17221,aporia
5554,17337,profound lore
5555,17253,interscope
5556,17253,aftermath
5557,17253,top dawg
5558,17344,mississippi
5559,17218,dfa
5560,17222,fat cat
5561,17311,indie
5562,17174,parlophone
5563,17223,!k7
5564,17255,relapse
5565,17224,joyful noise
5566,17322,modern love
5567,17305,capitol
5568,17266,graveface
5569,17197,nature sounds
5570,17184,siltbreeze
5571,17284,stolen
5572,16745,kora
5573,16745,orange
5574,16745,ernest jenning
5575,17250,elektra
5576,17178,anti-
5577,17248,captured tracks
5578,17238,vase
5579,17179,temporary residence
5580,17247,big beat
5581,17188,planet mu
5582,17180,sargent house
5583,17173,rallye
5584,17173,new words
5585,17183,jiaolong
5586,17252,polyvinyl
5587,17177,mexican summer
5588,17122,big dada
5589,17105,the ship
5590,17283,constellation
5591,17176,barsuk
5592,17175,thrill jockey
5593,17307,self-released
5594,17309,self-released
5595,17132,epitaph
5596,17119,odd future
5597,17199,ajna offensive
5598,17229,rinse
5599,17245,triple crown
5600,17135,odd future
5601,17243,drag city
5602,17007,chapter music
5603,17230,domino
5604,17242,50 weapons
5605,17170,sub pop
5606,17200,matador
5607,17200,last gang
5608,17200,fire
5609,17172,fat cat
5610,17282,rinse
5611,17231,stones throw
5612,17133,drag city
5613,17136,anticon
5614,17136,city slang
