,reviewid,artist
5132,17305,sky ferreira
5133,17266,jason molina
5134,17197,prince paul
5135,17184,times new viking
5136,17284,race horses
5137,16745,philip glass
5138,17250,cee-lo green
5139,17178,jason lytle
5140,17248,naomi punk
5141,17238,zodiac
5142,17179,pinback
5143,17247,icona pop
5144,17188,rudi zygadlo
5145,17180,chelsea wolfe
5146,17173,letting up despite great faults
5147,17183,daphni
5148,17252,of montreal
5149,17177,tamaryn
5150,17122,two fingers
5151,17105,earlimart
5152,17283,godspeed you! black emperor
5153,17176,ben gibbard
5154,17175,matmos
5155,17307,young dro
5156,17309,car bomb
5157,17132,converge
5158,17119,mellowhype
5159,17199,sabbath assembly
5160,17229,various artists
5161,17245,ladyhawk
5162,17135,trash talk
5163,17243,royal trux
5164,17007,fabulous diamonds
5165,17230,night moves
5166,17242,shed
5167,17170,metz
5168,17200,a.c. newman
5169,17172,paws
5170,17282,royal-t
5171,17231,chrome canyon
5172,17133,ty segall
5173,17136,why?
5174,17158,lord huron
5175,17198,weapon
5176,17241,ricardo donoso
5177,17131,tame impala
5178,17120,john cale
5179,17074,homeboy sandman
5180,17239,maserati
5181,17263,woo
5182,17216,death grips
5183,17130,taken by trees
5184,17157,sensations' fix
5185,17234,ms mr
5186,17166,rangda
5187,17125,miguel
5188,17235,freddie gibbs
5189,17127,menace ruine
5190,17196,young smoke
5191,17028,seapony
5192,17124,ultrasta
5193,17126,beth orton
5194,17113,sun airway
5195,17121,moon duo
5196,17237,sarin smoke
5197,17112,the mountain goats
5198,17281,muse
5199,17195,field music
5200,17155,terror danjah
5201,17040,the hood internet
5202,17115,flying lotus
5203,17111,patrick wolf
5204,17116,mark eitzel
5205,17114,tilly and the wall
5206,17236,weird weeds
5207,17096,yoko ono / kim gordon / thurston moore
5208,17081,blut aus nord
5209,17233,alt-j
5210,17194,levek
5211,17107,valgeir sigursson
5212,17148,lupe fiasco
5213,17097,frightened rabbit
5214,17193,n sensae
5215,17108,sera cahoone
5216,17191,aluk todolo
5217,17110,lightning bolt
5218,17228,waka flocka flame
5219,17106,oneohtrix point never
5220,17106,rene hell
5221,17165,chris cohen
5222,17192,juju & jordash
5223,17079,r.e.m.
5224,17032,pet shop boys
5225,17095,melody's echo chamber
5226,17078,tussle
5227,17049,robert hood
5228,17084,dum dum girls
5229,17156,ricardo villalobos
5230,17202,mala
5231,17147,enslaved
5232,17077,the soft pack
5233,17050,dinosaur jr.
5234,16912,kreayshawn
5235,17088,lavender diamond
5236,17087,efterklang
5237,17189,buke and gase
5238,17046,how to dress well
5239,16722,iamamiwhoami
5240,17056,the jon spencer blues explosion
5241,17058,ben folds five
5242,17149,winterfylleth
5243,17042,band of horses
5244,17038,the gaslamp killer
5245,16941,brother ali
5246,17048,james iha
5247,17030,sic alps
5248,16994,g.o.o.d. music
5249,17047,woods
5250,17055,the sea and cake
5251,17160,gunplay
5252,17076,hooded menace
5253,17037,grizzly bear
5254,17043,corin tucker band
5255,17041,sun araw
5256,17185,six organs of admittance
5257,17033,calexico
5258,17145,dj shadow
5259,16971,holy other
5260,17036,neil halstead
5261,17102,gaza
5262,17104,zs
5263,17139,bob dylan
5264,17035,menomena
5265,17103,field report
5266,16983,clark
5267,17141,turbo fruits
5268,17029,thee oh sees
5269,17154,angel olsen
5270,17027,the raveonettes
5271,16986,the music tapes
5272,17031,john tejada
5273,17026,david byrne
5274,17026,st. vincent
5275,16987,cult of youth
5276,17024,the helio sequence
5277,16989,metronomy
5278,16990,sondre lerche
5279,17022,the xx
5280,17159,lil wayne
5281,16985,mono
5282,17186,the avett brothers
5283,16991,the vaccines
5284,16979,jens lekman
5285,17023,patterson hood
5286,16939,teengirl fantasy
5287,17137,lv
5288,17144,mark fell
5289,16988,mount eerie
5290,16981,bob mould
5291,16945,mndr
5292,17138,ryan hemsworth
5293,16967,teen
5294,16984,cat power
5295,17070,a$ap mob
5296,16992,the fresh & onlys
5297,17143,lace curtains
5298,17019,maria minerva
5299,16980,animal collective
5300,16993,deerhoof
5301,16975,stars
5302,16978,the orb
5303,17020,two gallants
5304,16836,andrew w.k.
5305,17014,xxl
5306,16504,django django
5307,17025,serpentine path
5308,17063,nihill
5309,17094,dan deacon
5310,16959,r. stevie moore
5311,17017,blu & exile
5312,17101,meyhem lauren
5313,16977,oren ambarchi
5314,17093,four tet
5315,16916,jj doom
5316,16965,ombre
5317,16919,delicate steve
5318,17054,harry pussy
5319,16969,wild nothing
5320,16973,matthew dear
5321,17100,krallice
5322,17092,2 chainz
5323,17016,stagnant pools
5324,16964,swans
5325,16972,divine fits
5326,17071,beanie sigel
5327,16966,nathan fake
5328,16968,poor moon
5329,16936,ariel pink's haunted graffiti
5330,17012,bill fay
5331,17091,the black swans
5332,17015,carol kleyn
5333,17082,spector
5334,17068,blur
5335,16908,redd kross
5336,17065,opossom
5337,17005,xibalba
5338,17083,shintaro sakamoto
5339,16938,jessie ware
5340,17072,ride
5341,16942,mungolian jet set
5342,16998,dabke
5343,16963,matthew e. white
5344,16940,yeasayer
5345,16937,the darkness
5346,16934,ice choir
5347,16890,guardian alien
5348,17061,swearin
5349,16944,bloc party
5350,16956,blackalicious
5351,17060,lil b
5352,17008,cid rim
5353,17004,ash borer
5354,16926,various artists
5355,17066,archers of loaf
5356,16910,spider bags
5357,16709,jukebox the ghost
5358,17010,lorelei
5359,16810,roxy music
5360,17053,alice cohen
5361,17051,nina sky
5362,17013,oneman
5363,16911,janka nabay and the bubu gang
5364,16906,dead can dance
5365,16758,niki and the dove
5366,17001,jeremiah jae
5367,16935,the locust
5368,17009,dignan porch
5369,16948,david lynch
5370,16948,alan splet
5371,16962,nude beach
5372,17062,the 1975
5373,16909,willits + sakamoto
5374,17002,hour of 13
5375,16957,domo genesis
5376,16957,the alchemist
5377,16925,why?
5378,16958,wishmountain
5379,16955,samara lubelski
5380,16999,the howling wind
5381,16884,nick cave & the bad seeds
5382,16855,bonnie prince billy
5383,16915,seams
5384,16846,husky
5385,16875,three mile pilot
5386,16902,antony and the johnsons
5387,17000,sweet valley
5388,16953,young thug
5389,16960,jhann jhannsson
5390,16893,apache dropout
5391,17003,the books
5392,16828,fennesz
5393,16903,fergus & geronimo
5394,16932,troy ave
5395,16761,bonde do rol
5396,16773,nachtmystium
5397,16913,antibalas
5398,16873,the field
5399,16933,various artists
5400,16896,sir richard bishop
5401,16843,paul simon
5402,16951,king l
5403,16901,holograms
5404,16895,glacial
5405,16871,evoken
5406,16877,blur
5407,16870,serengeti
5408,16834,mm
5409,16774,samothrace
5410,16949,pierre schaeffer
5411,16997,rick ross
5412,16862,sugar
5413,16952,sasha go hard
5414,16897,white lung
5415,16905,lost sounds
5416,16857,gza
5417,16866,cooly g
5418,16868,om
5419,16924,idjut boys
5420,16954,konx-om-pax
5421,16860,the antlers
5422,16883,angel haze
5423,16856,the gaslight anthem
5424,16885,jimmy cliff
5425,16930,blanck mass
5426,16854,tnght
5427,16849,micachu and the shapes
5428,16772,eternal summers
5429,16850,gary war
5430,16888,ihsahn
5431,16851,purity ring
5432,16852,fang island
5433,16858,laetitia sadier
5434,16738,taragana pyjarama
5435,16917,com truise
5436,16844,passion pit
5437,16950,azealia banks
5438,16869,foxygen
5439,16891,luke haines
5440,16886,various artists
5441,16832,nas
5442,16833,john maus
5443,16853,family band
5444,16829,gatekeeper
5445,16830,icky blossoms
5446,16929,the smashing pumpkins
5447,16835,the very best
5448,16826,erika spring
5449,16865,poolside
5450,16892,various artists
5451,16771,baroness
5452,16812,woody guthrie
5453,16831,jeff the brotherhood
5454,16867,ikonika
5455,16848,van she
5456,16859,frank ocean
5457,16918,merchandise
5458,16927,lil reese
5459,16920,blanche blanche blanche
5460,16928,agalloch
5461,16815,mission of burma
5462,16702,big k.r.i.t.
5463,16769,deathspell omega
5464,16922,various artists
5465,16741,tom findlay
5466,16814,aesop rock
5467,16824,digitalism
5468,16847,debo band
5469,16827,dusted
5470,16807,arrange
5471,16806,dirty projectors
5472,16707,paul banks
5473,16808,deep time
5474,16759,everything but the girl
5475,16880,the memories
5476,16805,twin shadow
5477,16803,nguzunguzu
5478,16889,jeans wilder
5479,16809,various artists
5480,16813,supreme cuts
5481,16898,jj
5482,16765,van dyke parks
5483,16804,foals
5484,16731,various artists
5485,16770,bosse-de-nage
5486,16797,r. kelly
5487,16879,various artists
5488,16842,the amazing
5489,16802,a lull
5490,16751,milk maid
5491,16755,beachwood sparks
5492,16841,donnie & joe emerson
5493,16840,richard hawley
5494,16887,port st. willow
5495,16823,kotki dwa
5496,16766,codeine
5497,16718,pop etc
5498,16753,sonny and the sunsets
5499,16752,gojira
5500,16720,wymond miles
5501,16740,guided by voices
5502,16894,kitty pryde
5503,16719,totally enormous extinct dinosaurs
5504,16748,old man gloom
5505,16878,ides of gemini
5506,16749,diiv
5507,16864,joey bada$$
5508,16795,physical therapy
5509,16754,modeselektor
5510,16739,the intelligence
5511,16744,ty segall band
5512,16750,a place to bury strangers
5513,16845,the cinematic orchestra
5514,16820,father yod and the source family
5515,16729,the hundred in the hands
5516,16863,bon iver
5517,16734,blues control
5518,16746,echo lake
5519,16736,process of guilt
5520,16822,onra
5521,16743,silver jews
5522,16728,maximo park
5523,16793,shackleton
5524,16818,polysick
5525,16623,zulu winter
5526,16727,usher
5527,16756,the thing
5528,16756,neneh cherry
5529,16789,oneohtrix point never
5530,16660,dz deathrays
5531,16800,the db's
5532,16742,the smashing pumpkins
5533,16737,peaking lights
5534,16796,piano magic
5535,16708,magic trick
5536,16710,kelly hogan
5537,16732,fiona apple
5538,16733,can
5539,16817,lower
5540,16794,keith fullerton whitman
5541,16781,royal thunder
5542,16816,diplo
5543,16799,eric copeland
5544,16735,sbastien tellier
5545,16671,2:54
5546,16791,catcall
5547,16721,bobby womack
5548,16798,clams casino
5549,16792,no joy
5550,16696,dawnbringer
5551,16837,friends
5552,16716,spaceghostpurrp
5553,16686,dexys
5554,16790,tomas barfod
5555,16838,jherek bischoff
5556,16634,witch mountain
5557,16717,waka flocka flame
5558,16711,the tallest man on earth
5559,16685,melvins
5560,16730,arthur russell
5561,16730,peter zummo
5562,16724,jaill
5563,16706,hot chip
5564,16712,metric
5565,16713,dent may
5566,16673,bullion
5567,16780,ursprung
5568,16775,azealia banks
5569,16640,burzum
5570,16625,captain beefheart
5571,16715,the young
5572,16783,smoke fairies
5573,16692,laurel halo
5574,16703,the hives
5575,16649,ryan monroe
5576,16694,cadence weapon
5577,16705,mystery jets
5578,16693,patti smith
5579,16699,curren$y
5580,16698,crocodiles
5581,16695,dntel
5582,16683,d'eon
5583,16697,beak>
5584,16784,ab-soul
5585,16664,pauline oliveros
5586,16631,teen daze
5587,16676,mina tindle
5588,16681,liars
5589,16777,gossip
5590,16782,oddisee
5591,16767,saint vitus
5592,16687,airbird
5593,16684,neil young
5594,16684,crazy horse
5595,16674,sun kil moon
5596,16661,the wake
5597,16778,david banner
5598,16704,aldebaran
5599,16646,health
5600,16662,marissa nadler
5601,16678,drexciya
5602,16680,the mynabirds
5603,16786,mike shiflet
5604,16628,sigur rs
5605,16668,public image ltd
5606,16670,regina spektor
5607,16675,edward sharpe & the magnetic zeros
5608,16779,tu fawning
5609,16564,japandroids
5610,16663,lemonade
5611,16666,scissor sisters
5612,16667,king tuff
5613,16672,plankton wat
5614,16635,the walkmen
5615,16602,future of the left
5616,16645,talwst
5617,16665,slugabed
5618,16768,jam city
5619,16651,paul mccartney
5620,16651,linda mccartney
5621,16642,mutilation rites
5622,16643,exitmusic
5623,16656,advance base
5624,16760,reptar
5625,16636,saint etienne
5626,16647,rye rye
5627,16659,spacin'
5628,16644,the trypes
5629,16639,hauschka
5630,16639,hilary hahn
5631,16657,mount eerie
5632,16652,andrew weatherall
5633,16637,grass widow
5634,16654,simian mobile disco
5635,16650,choir of young believers
5636,16641,el-p
5637,16638,dope body
5638,16669,baio
5639,16624,jimmy edgar
5640,16620,pinkish black
5641,16608,squarepusher
5642,16577,abba
5643,16614,meek mill
5644,16648,rsenkpf
5645,16655,distal
5646,16606,garbage
5647,16595,the pharcyde
5648,16621,lungfish
5649,16611,ethel
5650,16619,k-holes
5651,16609,best coast
5652,16507,medicine
5653,16617,violens
5654,16613,one little plane
5655,16618,me
5656,16537,killer mike
5657,16615,silversun pickups
5658,16616,sidi tour
5659,16622,ktl
5660,16612,moe tucker
5661,16604,beach house
5662,16597,father john misty
5663,16594,motion sickness of time travel
5664,16610,ramona falls
5665,16607,roomrunner
5666,16605,my bloody valentine
5667,16599,royal headache
5668,16600,geoff barrow
5669,16600,ben salisbury
5670,16591,craft spells
5671,16596,david daniell
5672,16596,douglas mccombs
5673,16603,off!
5674,16601,sleep
5675,16556,here we go magic
5676,16551,acephalix
5677,16541,white fence
5678,16578,lone
5679,16586,moss icon
5680,16598,the electronic anthology project
5681,16592,jk flesh
5682,16593,felix
5683,16588,swans
5684,16589,cornershop
5685,16584,ps i love you
5686,16587,s. carey
5687,16590,lazer sword
5688,16585,damon albarn
5689,16580,girl unit
5690,16567,the cribs
5691,16583,horseback
5692,16582,dave aju
5693,16558,ty segall
5694,16558,white fence
5695,16574,electric guest
5696,16581,lee hazlewood
5697,16579,marina and the diamonds
5698,16568,led er est
5699,16576,kindness
5700,16565,cfcf
5701,16562,fela kuti
5702,16573,filastine
5703,16575,wolfbrigade
5704,16570,santigold
5705,16563,the brian jonestown massacre
5706,16572,yellow ostrich
5707,16571,miguel
5708,16569,the primitives
5709,16555,lower dens
5710,16553,cleaners from venus
5711,16566,dean blunt and inga copeland
5712,16561,cold specks
5713,16560,gravenhurst
5714,16532,bright eyes
5715,16535,kwes
5716,16550,light asylum
5717,16557,le1f
5718,16559,trouble books
5719,16518,billy bragg
5720,16518,wilco
5721,16552,kool a.d.
5722,16554,future
5723,16538,miles kane
5724,16548,mohn
5725,16544,actress
5726,16540,alunageorge
5727,16546,hiss golden messenger
5728,16547,secrets of the moon
5729,16549,nuojuva
5730,16466,daughn gibson
5731,16539,screaming females
5732,16543,black breath
5733,16545,horse feathers
5734,16542,dylan ettinger
5735,16512,death grips
5736,16520,toro y moi
5737,16528,brendan benson
5738,16531,struck by lightning
5739,16536,volcano the bear
5740,16534,jack white
5741,16533,torche
5742,16526,suckers
5743,16529,the dandy warhols
5744,16530,traxman
5745,16522,the flaming lips
5746,16524,opeth
5747,16521,xxxy
5748,16527,james blackshaw
5749,16525,diamond rugs
5750,16498,rustie
5751,16487,stalley
5752,16519,grinderman
5753,16517,anhedonist
5754,16501,amps for christ
5755,16501,woods
5756,16513,the congos
5757,16513,sun araw
5758,16513,m. geddes gengras
5759,16516,rufus wainwright
5760,16509,e-40
5761,16515,lissy trullie
5762,16508,dog shredder
5763,16514,battles
5764,16511,la sera
5765,16502,allo darlin'
5766,16510,molly nilsson
5767,16505,young prisms
5768,16503,spiritualized
5769,16495,moonface
5770,16495,siinai
5771,16506,king felix
5772,16491,boldy james
5773,16500,lushlife
5774,16499,black dice
5775,16496,elite gymnastics
5776,16493,grouper
5777,16486,dawn richard
5778,16492,120 days
5779,16480,florence and the machine
5780,16497,chief keef
5781,16483,vijay iyer trio
5782,16489,conan
5783,16481,oberhofer
5784,16464,quakers
5785,16494,split cranium
5786,16490,circle of ouroborus
5787,16473,sandy bull & the rhythm ace
5788,16484,big baby gandhi
5789,16460,m. ward
5790,16488,grand duchy
5791,16482,fat trel
5792,16485,chains of love
5793,16476,mac demarco
5794,16479,alabama shakes
5795,16462,ooooo
5796,16446,various artists
5797,16474,inverloch
5798,16475,magic bullets
5799,16471,nicki minaj
5800,16478,high on fire
5801,16477,rusko
5802,16472,janka nabay and the bubu gang
5803,16463,addison groove
5804,16469,graham coxon
5805,16440,bear in heaven
5806,16468,clark
5807,16470,vattnet viskar
5808,16467,ryan power
5809,16458,orbital
5810,16442,firehose
5811,16461,anas mitchell
5812,16451,great lake swimmers
5813,16465,breton
5814,16452,chromatics
5815,16457,black mountain
5816,16456,robert pollard
5817,16459,prodigy
5818,16455,dr. john
5819,16432,lotus plaza
5820,16454,willis earl beal
5821,16450,au
5822,16443,lightships
5823,16449,colleen green
5824,16433,zammuto
5825,16415,hundred waters
5826,16445,miike snow
5827,16448,worm ouroboros
5828,16447,ka
5829,16428,belle and sebastian
5830,16434,wiz khalifa
5831,16444,theesatisfaction
5832,16411,weird dreams
5833,16441,les discrets
5834,16439,morrissey
5835,16416,georgia anne muldrow
5836,16438,poor moon
5837,16437,ben chasny
5838,16437,gala drop
5839,16431,carter tutti void
5840,16424,the chemical brothers
5841,16435,amadou & mariam
5842,16436,serengeti
5843,16430,retribution gospel choir
5844,16408,various artists
5845,16426,madonna
5846,16406,tanlines
5847,16422,paul weller
5848,16429,black to comm
5849,16427,mirel wagner
5850,16425,action bronson
5851,16425,party supplies
5852,16418,s / s / s
5853,16357,voices from the lake
5854,16423,cam'ron
5855,16423,vado
5856,16423,mckenzie eddy
5857,16405,pepe delux
5858,16421,odd future wolf gang kill them all
5859,16420,mirrorring
5860,16417,oren ambarchi | keiji haino | jim o'rourke
5861,16419,ava luna
5862,16407,fanfarlo
5863,16413,lee ranaldo
5864,16414,lil b
5865,16410,polia
5866,16409,gentleman jesse
5867,16412,the host
5868,16394,daniel rossen
5869,16397,ben browning
5870,16395,dolphins into the future
5871,16404,new build
5872,16387,whirr
5873,16390,the shins
5874,16401,unsane
5875,16402,the wedding present
5876,16403,mi ami
5877,16399,various artists
5878,16400,sentridoh
5879,16393,gunplay
5880,16392,drudkh
5881,16398,white car
5882,16396,tribes
5883,16375,big k.r.i.t.
5884,16391,rimar
5885,16380,white hills
5886,16377,dva
5887,16385,the phenomenal handclap band
5888,16378,xiu xiu
5889,16379,azusa plane
5890,16388,primitive weapons
5891,16386,dunes
5892,16389,phdre
5893,16365,rocket juice & the moon
5894,16384,curren$y
5895,16381,fort romeau
5896,16382,spoek mathambo
5897,16383,pretty good dance moves
5898,16373,the decemberists
5899,16362,madlib
5900,16376,matthewdavid
5901,16370,ketamines
5902,16301,masaki batoh
5903,16369,vcmg
5904,16374,ceremony
5905,16372,the chap
5906,16371,lee fields & the expressions
5907,16363,various artists
5908,16360,the magnetic fields
5909,16311,white rabbits
5910,16367,tyga
5911,16368,feedtime
5912,16366,mike wexler
5913,16364,bruce springsteen
5914,16359,bowerbirds
5915,16355,hodgy
5916,16354,alex winston
5917,16361,revenge
5918,16356,andrew bird
5919,16344,estelle
5920,16351,mr. dream
5921,16358,tim fite
5922,16324,dinowalrus
5923,16295,the men
5924,16347,nite jewel
5925,16353,bbu
5926,16308,belbury poly
5927,16327,various artists
5928,16352,julia holter
5929,16341,scuba
5930,16350,christian mistress
5931,16348,sophia knapp
5932,16349,terry malts
5933,16345,pallbearer
5934,16337,school of seven bells
5935,16334,the ting tings
5936,16343,disappears
5937,16346,bodyguard
5938,16339,sinad o'connor
5939,16333,archers of loaf
5940,16338,gang colours
5941,16340,pond
5942,16329,lapalux
5943,16336,dirty three
5944,16326,memoryhouse
5945,16332,david sylvian
5946,16342,trust
5947,16309,plants and animals
5948,16335,perfume genius
5949,16312,karen dalton
5950,16328,corrosion of conformity
5951,16317,xray eyeballs
5952,16330,aaron dilloway
5953,16331,mouse on mars
5954,16248,hood
5955,16320,oren ambarchi
5956,16325,ulrich schnauss
5957,16325,mark peters
5958,16313,hunx
5959,16307,tindersticks
5960,16314,dustin wong
5961,16321,eyvind kang
5962,16323,ben kweller
5963,16322,various artists
5964,16221,lambchop
5965,16306,jim jarmusch
5966,16318,damien jurado
5967,16319,goatwhore
5968,16300,lilacs & champagne
5969,16304,frankie rose
5970,16315,keith fullerton whitman
5971,16316,nick catchdubs
5972,16316,jackie chain
5973,16310,la big vic
5974,16272,mind spiders
5975,16297,sleigh bells
5976,16256,ital
5977,16281,my best fiend
5978,16305,pilgrim
5979,16291,cursive
5980,16211,grimes
5981,16294,matt elliott
5982,16302,howlin rain
5983,16299,liberteer
5984,16303,lucky dragons
5985,16277,shearwater
5986,16280,gucci mane
5987,16298,the lemonheads
5988,16293,orcas
5989,16296,lafur arnalds
5990,16292,burial
5991,16287,islands
5992,16284,suzanne ciani
5993,16289,alcest
5994,16285,heartless bastards
5995,16283,earth
5996,16288,porter ricks
5997,16290,lil b
5998,16286,various artists
5999,16282,sea lions
6000,16252,tennis
6001,16264,loops of your heart
6002,16279,the maccabees
6003,16278,field music
6004,16276,carlos giffoni
6005,16270,die antwoord
6006,16267,fucked up
6007,16225,young magic
6008,16273,terranova
6009,16275,imbogodom
6010,16261,goldfrapp
6011,16238,lindstrm
6012,16271,homeboy sandman
6013,16268,dr. dog
6014,16269,shigeto
6015,16255,air
6016,16266,yo gotti
6017,16262,daphne oram
6018,16263,liam the younger
6019,16254,standard fare
6020,16249,john talabot
6021,16253,mark lanegan band
6022,16257,wire
6023,16242,mux mool
6024,16260,imperial teen
6025,16250,of montreal
6026,16244,a place to bury strangers
6027,16245,the doozer
6028,16247,pete swanson
6029,16251,royal baths
6030,16246,araabmuzik
6031,16230,blondes
6032,16239,trailer trash tracys
6033,16231,prinzhorn dance school
6034,16243,pop. 1280
6035,16227,wilco
6036,16222,windy & carl
6037,16189,the twilight sad
6038,16240,various artists
6039,16241,benjamin damage & doc daneeka
6040,16228,leonard cohen
6041,16209,black bananas
6042,16236,jason urick
6043,16237,waka flocka flame
6044,16237,french montana
6045,16232,o f f love
6046,16233,sharon van etten
6047,16234,underworld
6048,16235,peaking lights
6049,16229,wymond miles
6050,16226,laura gibson
6051,16223,lana del rey
6052,16208,porcelain raft
6053,16219,shlohmo
6054,16224,the 2 bears
6055,16217,future
6056,16216,schoolboy q
6057,16220,the caretaker
6058,16214,rising
6059,16218,leila
6060,16215,evan voytas
6061,16199,heems
6062,16213,hospitality
6063,16212,howler
6064,16210,pyramids
6065,16210,horseback
6066,16142,mighty sparrow
6067,16197,gonjasufi
6068,16207,jacques greene
6069,16202,the cramps
6070,16200,the howling hex
6071,16203,various artists
6072,16201,craig finn
6073,16204,dropxlife
6074,16198,lamb of god
6075,16205,first aid kit
6076,16206,richard youngs
6077,16158,cloud nothings
6078,16190,dizzee rascal
6079,16187,nada surf
6080,16168,gangrene
6081,16191,hubble
6082,16183,chairlift
6083,16196,machinedrum
6084,16193,alog
6085,16195,young l
6086,16184,plug
6087,16194,matthew dear
6088,16178,snow patrol
6089,16161,the kinks
6090,16147,wold
6091,16192,pictureplane
6092,16176,kathleen edwards
6093,16179,cate le bon
6094,16186,lupe fiasco
6095,16188,loincloth
6096,16185,expensive looks
6097,16180,trent reznor
6098,16180,atticus ross
6099,16174,t.i.
6100,16182,wiley
6101,16181,cardinal
6102,16177,juicy j
6103,16122,the big pink
6104,16170,raekwon
6105,16173,todd terje
6106,16167,ernest gonzales
6107,16136,jakob olausson
6108,16172,rick ross
6109,16175,drexciya
6110,16171,bebetune$
6111,16127,pinch
6112,16159,arrange
6113,16152,rivers cuomo
6114,16138,oval
6115,16146,vado
6116,16166,mars
6117,16169,various artists
6118,16162,nirvana
6119,16143,total control
6120,16154,floating points
6121,16165,escort
6122,16117,mobb deep
6123,16156,common
6124,16163,demdike stare
6125,16118,bobby charles
6126,16153,household
6127,16155,tin man
6128,16160,neutral milk hotel
6129,16157,cam'ron
6130,16157,dj drama
6131,16157,vado
6132,16137,alex chilton
6133,16125,keepaway
6134,16150,jacaszek
6135,16148,symmetry
6136,16120,the cure
6137,16151,squadda b
6138,16144,jet life
6139,16149,pterodactyl
6140,16139,james blake
6141,16141,mr. muthafuckin exquire
6142,16133,gucci mane
6143,16133,v-nasty
6144,16129,jennifer o'connor
6145,16123,nate young
6146,16131,guided by voices
6147,16145,the internet
6148,16132,brodinski
6149,16128,the d
6150,16126,vladislav delay
6151,16134,the weeknd
6152,16140,jeezy
6153,16130,sunn o)))
6154,16124,dimlite
6155,16119,steve hauschildt
6156,16112,amy winehouse
6157,16075,can
6158,16116,darkside
6159,16111,the strange boys
6160,16110,mike g
6161,16115,this mortal coil
6162,16114,emika
6163,16113,mac miller
6164,16109,various artists
6165,16037,kate wax
6166,16108,throbbing gristle
6167,16094,charlotte gainsbourg
6168,16099,keep shelly in athens
6169,16101,wives
6170,16106,eddy current suppression ring
6171,16102,the roots
6172,16107,fennesz
6173,16107,sakamoto
6174,16105,laura veirs
6175,16100,fred falke
6176,16095,desertshore
6177,16104,jnsi
6178,16097,yamantaka // sonic titan
6179,16096,kid sister
6180,16080,co la
6181,16089,quilt
6182,16098,the black keys
6183,16074,childish gambino
6184,16084,statik selektah
6185,16084,action bronson
6186,16078,crystal stilts
6187,16066,ymusic
6188,16092,yelawolf
6189,16081,the fall
6190,16087,radio slave
6191,16093,the bats
6192,16090,luke roberts
6193,16086,zomby
6194,16083,twilight singers
6195,16091,patrick wolf
6196,16079,maria minerva
6197,16088,dwarr
6198,16077,gorillaz
6199,16082,lil b
6200,16085,salem
6201,15972,the louvin brothers
6202,16076,m.e.d.
6203,16059,the smashing pumpkins
6204,16073,kingdom
6205,16071,tycho
6206,16043,doomtree
6207,16065,canyons
6208,16072,rihanna
6209,16070,ty segall
6210,16050,various artists
6211,16061,north highlands
6212,16069,summer camp
6213,16062,sepalcure
6214,16013,thee oh sees
6215,16068,boris
6216,16064,u.s. girls
6217,16060,calexico
6218,16067,kate bush
6219,16053,g-side
6220,16057,the antlers
6221,16056,blues control
6222,16056,laraaji
6223,16040,deptford goth
6224,16027,the smiths
6225,16063,kieran hebden
6226,16063,mats gustafsson
6227,16063,steve reid
6228,16049,carter tanton
6229,16052,pinch & shackleton
6230,16058,zambri
6231,16047,various artists
6232,16054,future
6233,16055,blut aus nord
6234,16046,zed bias
6235,16051,onra
6236,16041,sigur rs
6237,16036,los campesinos!
6238,16042,korallreven
6239,16045,esben and the witch
6240,16044,ursula bogner
6241,16032,r.e.m.
6242,16024,freddie gibbs
6243,16038,gonjasufi
6244,15986,bnjmn
6245,16034,cynic
6246,16039,drake
6247,16033,various artists
6248,16029,blackout beach
6249,16028,rangers
6250,16035,leviathan
6251,16031,oneohtrix point never
6252,16011,king krule
6253,16020,faltydl
6254,16009,russian circles
6255,16016,teebs
6256,16026,a$ap rocky
6257,16012,royal trux
6258,16025,future of the left
6259,16023,wet illustrated
6260,16019,spectrals
6261,16022,u2
6262,16014,cass mccombs
6263,16017,coasting
6264,16018,200 years
6265,16021,fatima al qadiri
6266,15999,david lynch
6267,16010,pusha t
6268,16005,brian eno
6269,16005,rick holland
6270,15976,nacho picasso
6271,16015,misfits
6272,15998,atlas sound
6273,15964,kurt vile
6274,16001,the juan maclean
6275,16007,various artists
6276,16008,patten
6277,16003,joker
6278,16002,wale
6279,15952,theo parrish
6280,15992,james ferraro
6281,15995,evangelista
6282,16004,florence and the machine
6283,15993,blouse
6284,15983,roman flgel
6285,16006,prurient
6286,15921,cave
6287,16000,the beach boys
6288,15975,king midas sound
6289,15994,erkin koray
6290,15997,locrian
6291,15989,weird wives
6292,15996,lou reed
6293,15996,metallica
6294,15991,gold panda
6295,15979,pandr eyez
6296,15980,the king khan experience
6297,15974,phantogram
6298,15985,the decemberists
6299,15987,black milk
6300,15987,danny brown
6301,15990,hammers of misfortune
6302,15988,the soft moon
6303,15982,l-vis 1990
6304,15970,she & him
6305,15969,void
6306,15981,young bleed
6307,15984,psychic ills
6308,15968,mungolian jet set
6309,15959,john fahey
6310,15971,andy stott
6311,15977,meek mill
6312,15965,deer tick
6313,15955,jam city
6314,15953,coldplay
6315,15963,various artists
6316,15978,machine head
6317,15960,the duke spirit
6318,15946,hans-joachim roedelius
6319,15966,justice
6320,15928,scuba
6321,15967,king blood
6322,15947,roberto cacciapaglia
6323,15958,rob crow
6324,15961,tom waits
6325,15962,surfer blood
6326,15954,the beets
6327,15924,mondkopf
6328,15939,stevie jackson
6329,15957,talk talk
