,reviewid,year
4826,17632,2013.0
4827,17590,2013.0
4828,17761,2013.0
4829,17642,2013.0
4830,17704,2013.0
4831,17628,2013.0
4832,17630,2013.0
4833,17484,2012.0
4834,17579,2013.0
4835,17609,2013.0
4836,17697,2013.0
4837,17576,2013.0
4838,17760,2013.0
4839,17698,2013.0
4840,17629,2013.0
4841,17643,2013.0
4842,17797,2013.0
4843,17758,2013.0
4844,17662,2013.0
4845,17759,2013.0
4846,17691,2013.0
4847,17626,2013.0
4848,17625,2013.0
4849,17661,2013.0
4850,17612,2013.0
4851,17623,2013.0
4852,17621,2013.0
4853,17757,2013.0
4854,17663,2013.0
4855,17712,2013.0
4856,17618,2013.0
4857,17711,2013.0
4858,17719,2013.0
4859,17751,2013.0
4860,17722,2013.0
4861,17750,2013.0
4862,17708,2013.0
4863,17714,2013.0
4864,17601,2013.0
4865,17718,2013.0
4866,17572,2013.0
4867,17583,2013.0
4868,17747,2013.0
4869,17580,2013.0
4870,17733,2013.0
4871,17578,2013.0
4872,17716,2013.0
4873,17616,2013.0
4874,17683,2013.0
4875,17686,2013.0
4876,17581,2013.0
4877,17584,2013.0
4878,17687,2013.0
4879,17659,2013.0
4880,17679,2013.0
4881,17499,1977.0
4882,17499,2013.0
4883,17575,2013.0
4884,17682,2013.0
4885,17613,2013.0
4886,17615,2013.0
4887,17574,2013.0
4888,17383,2012.0
4889,17684,2013.0
4890,17715,2013.0
4891,17677,2013.0
4892,17726,2013.0
4893,17649,2013.0
4894,17656,2013.0
4895,17653,2013.0
4896,17703,2013.0
4897,17570,2013.0
4898,17707,2013.0
4899,17569,2013.0
4900,17592,1972.0
4901,17592,2013.0
4902,17620,2013.0
4903,17523,2013.0
4904,17577,2013.0
4905,17602,2013.0
4906,17611,2013.0
4907,17606,2013.0
4908,17571,2013.0
4909,17681,2013.0
4910,17636,2013.0
4911,17694,2013.0
4912,17562,2013.0
4913,17676,2013.0
4914,17567,2013.0
4915,17568,2013.0
4916,17599,2013.0
4917,17695,2013.0
4918,17565,2013.0
4919,17565,1979.0
4920,17555,2013.0
4921,17637,2013.0
4922,17655,2013.0
4923,17600,2013.0
4924,17538,2013.0
4925,17654,2013.0
4926,17563,2013.0
4927,17544,2013.0
4928,17561,2013.0
4929,17537,2013.0
4930,17597,2013.0
4931,17595,2013.0
4932,17596,2013.0
4933,17546,2013.0
4934,17651,2013.0
4935,17559,2013.0
4936,17557,2013.0
4937,17666,2013.0
4938,17594,2013.0
4939,17550,2013.0
4940,17558,2013.0
4941,17514,2013.0
4942,17556,2013.0
4943,17566,2013.0
4944,17497,1994.0
4945,17497,2012.0
4946,17517,2013.0
4947,17619,2013.0
4948,17539,2013.0
4949,17553,2013.0
4950,17552,2013.0
4951,17330,2012.0
4952,17330,2002.0
4953,17502,2013.0
4954,17593,2013.0
4955,17535,2013.0
4956,17516,2013.0
4957,17560,2013.0
4958,17513,2013.0
4959,17512,2013.0
4960,17638,2012.0
4961,17585,2013.0
4962,17534,2008.0
4963,17534,2013.0
4964,17586,2012.0
4965,17536,2013.0
4966,17554,2013.0
4967,17532,2013.0
4968,17548,2013.0
4969,17551,2013.0
4970,17587,2013.0
4971,17540,2013.0
4972,17510,2006.0
4973,17510,2013.0
4974,17519,2012.0
4975,17530,2013.0
4976,17528,2012.0
4977,17431,2013.0
4978,17529,2013.0
4979,17533,2013.0
4980,17518,2012.0
4981,17531,2013.0
4982,17496,2013.0
4983,17501,2013.0
4984,17405,2012.0
4985,17545,2013.0
4986,17509,2013.0
4987,17543,2012.0
4988,17504,2009.0
4989,17504,2012.0
4990,17526,2012.0
4991,17486,2012.0
4992,17541,2013.0
4993,17542,2012.0
4994,17508,1997.0
4995,17508,2013.0
4996,17455,2012.0
4997,17418,2012.0
4998,17500,2013.0
4999,17520,2013.0
5000,17437,1992.0
5001,17437,2012.0
5002,17511,2013.0
5003,17521,2012.0
5004,17478,2012.0
5005,17425,2012.0
5006,17525,2012.0
5007,17489,2013.0
5008,17490,2012.0
5009,17507,2012.0
5010,17432,2012.0
5011,17515,2013.0
5012,17326,2012.0
5013,17326,1977.0
5014,17424,2012.0
5015,17461,2012.0
5016,17485,2012.0
5017,17498,2012.0
5018,17468,2012.0
5019,17442,2012.0
5020,17472,2012.0
5021,17417,2012.0
5022,17492,2013.0
5023,17491,2001.0
5024,17491,2012.0
5025,17494,2012.0
5026,17503,2012.0
5027,17404,2012.0
5028,17505,2013.0
5029,17506,2012.0
5030,17488,2012.0
5031,17483,2012.0
5032,17443,2012.0
5033,17477,2012.0
5034,17487,2012.0
5035,17471,2012.0
5036,17421,2012.0
5037,17423,2012.0
5038,17391,2012.0
5039,17493,2012.0
5040,17475,2012.0
5041,17460,2012.0
5042,17450,2012.0
5043,17407,2012.0
5044,17407,2000.0
5045,17406,2012.0
5046,17469,2012.0
5047,17470,2012.0
5048,17377,2012.0
5049,17386,2012.0
5050,17295,2012.0
5051,17441,2012.0
5052,17416,2012.0
5053,17378,2012.0
5054,17294,2012.0
5055,17429,2012.0
5056,17430,2012.0
5057,17481,2012.0
5058,17355,2012.0
5059,17482,2012.0
5060,17480,2012.0
5061,17464,2012.0
5062,17467,2012.0
5063,17447,2012.0
5064,17393,2012.0
5065,17439,1996.0
5066,17439,2012.0
5067,17451,2012.0
5068,17364,2012.0
5069,17435,2012.0
5070,17389,2012.0
5071,17389,1995.0
5072,17474,2012.0
5073,17359,2012.0
5074,17413,2012.0
5075,17453,2012.0
5076,17324,2012.0
5077,17324,2002.0
5078,17476,2012.0
5079,17446,2012.0
5080,17385,2012.0
5081,17382,2012.0
5082,17387,2012.0
5083,17457,2012.0
5084,17444,2012.0
5085,17411,2012.0
5086,17381,2012.0
5087,17384,2012.0
5088,17327,2012.0
5089,17325,2012.0
5090,17340,2012.0
5091,17463,2012.0
5092,17376,2012.0
5093,17466,2012.0
5094,17448,2012.0
5095,17317,2012.0
5096,17302,2012.0
5097,17434,2012.0
5098,17434,1992.0
5099,17329,2012.0
5100,17454,2012.0
5101,17408,2012.0
5102,17458,2012.0
5103,17373,2012.0
5104,17374,2012.0
5105,17363,2012.0
5106,17459,2012.0
5107,17412,2012.0
5108,17369,2012.0
5109,17456,2012.0
5110,17445,2012.0
5111,17293,2012.0
5112,17399,2012.0
5113,17370,2012.0
5114,17301,2012.0
5115,17352,2012.0
5116,17414,2012.0
5117,17440,2012.0
5118,17129,2012.0
5119,17356,2012.0
5120,17251,2012.0
5121,17415,2012.0
5122,17214,2012.0
5123,17064,2012.0
5124,17375,2012.0
5125,17328,2012.0
5126,17292,2012.0
5127,17360,2012.0
5128,17300,2012.0
5129,17350,2012.0
5130,17362,2012.0
5131,17366,2012.0
5132,17403,2012.0
5133,17297,2012.0
5134,17279,2012.0
5135,17296,2012.0
5136,17299,2012.0
5137,17217,2012.0
5138,17320,2012.0
5139,17304,2012.0
5140,17396,2012.0
5141,17201,2012.0
5142,17353,2012.0
5143,17280,2012.0
5144,17365,2012.0
5145,17298,2012.0
5146,17146,2012.0
5147,17401,2012.0
5148,17272,2012.0
5149,17321,2012.0
5150,17409,2012.0
5151,17343,1977.0
5152,17343,2012.0
5153,17318,2012.0
5154,17269,2012.0
5155,17278,2012.0
5156,17380,2012.0
5157,17290,2012.0
5158,17367,2012.0
5159,17433,2012.0
5160,17277,2012.0
5161,17349,2012.0
5162,17395,2012.0
5163,17319,2012.0
5164,17291,2012.0
5165,17397,2012.0
5166,17259,2012.0
5167,17354,2012.0
5168,17312,2012.0
5169,17303,2012.0
5170,17274,2012.0
5171,17265,2012.0
5172,17400,2012.0
5173,17314,2012.0
5174,17273,2012.0
5175,17276,2012.0
5176,17331,2012.0
5177,17268,2012.0
5178,17398,2012.0
5179,17402,2012.0
5180,17207,2012.0
5181,17204,1992.0
5182,17204,2012.0
5183,17289,2012.0
5184,17313,2012.0
5185,17209,2012.0
5186,17211,2012.0
5187,17181,2012.0
5188,17271,2012.0
5189,17286,2012.0
5190,17182,2012.0
5191,17315,2012.0
5192,17254,2012.0
5193,17225,2012.0
5194,17334,2012.0
5195,17213,2012.0
5196,17215,2012.0
5197,17203,2012.0
5198,17270,2012.0
5199,17338,2012.0
5200,17205,2012.0
5201,17206,2012.0
5202,17208,2012.0
5203,17210,2012.0
5204,17219,2012.0
5205,17262,2012.0
5206,17134,2012.0
5207,17332,2012.0
5208,17339,2012.0
5209,17336,2012.0
5210,17220,2012.0
5211,17335,2012.0
5212,17257,2012.0
5213,17123,2012.0
5214,17346,2012.0
5215,17258,2012.0
5216,17067,2012.0
5217,17171,2012.0
5218,17221,2012.0
5219,17337,2012.0
5220,17253,2012.0
5221,17344,2012.0
5222,17218,2012.0
5223,17222,2012.0
5224,17311,2012.0
5225,17174,2012.0
5226,17223,2012.0
5227,17255,2012.0
5228,17224,2012.0
5229,17322,2012.0
5230,17305,2012.0
5231,17266,2012.0
5232,17197,2012.0
5233,17184,2012.0
5234,17284,2012.0
5235,16745,2012.0
5236,17250,2012.0
5237,17178,2012.0
5238,17248,2012.0
5239,17238,2012.0
5240,17179,2012.0
5241,17247,2012.0
5242,17188,2012.0
5243,17180,2012.0
5244,17173,2012.0
5245,17183,2012.0
5246,17252,2012.0
5247,17177,2012.0
5248,17122,2012.0
5249,17105,2012.0
5250,17283,2012.0
5251,17176,2012.0
5252,17175,2012.0
5253,17307,2012.0
5254,17309,2012.0
5255,17132,2012.0
5256,17119,2012.0
5257,17199,2012.0
5258,17229,2012.0
5259,17245,2012.0
5260,17135,2012.0
5261,17243,2012.0
5262,17243,1998.0
5263,17007,2012.0
5264,17230,2012.0
5265,17242,2012.0
5266,17170,2012.0
5267,17200,2012.0
5268,17172,2012.0
5269,17282,2012.0
5270,17231,2012.0
5271,17133,2012.0
5272,17136,2012.0
5273,17158,2012.0
5274,17198,2012.0
5275,17241,2012.0
5276,17131,2012.0
5277,17120,2012.0
5278,17074,2012.0
5279,17239,2012.0
5280,17263,2012.0
5281,17263,1989.0
5282,17216,2012.0
5283,17130,2012.0
5284,17157,2012.0
5285,17234,2012.0
5286,17166,2012.0
5287,17125,2012.0
5288,17235,2012.0
5289,17127,2012.0
5290,17196,2012.0
5291,17028,2012.0
5292,17124,2012.0
5293,17126,2012.0
5294,17113,2012.0
5295,17121,2012.0
5296,17237,2012.0
5297,17112,2012.0
5298,17281,2012.0
5299,17195,2012.0
5300,17155,2012.0
5301,17040,2012.0
5302,17115,2012.0
5303,17111,2012.0
5304,17116,2012.0
5305,17114,2012.0
5306,17236,2012.0
5307,17096,2012.0
5308,17081,2012.0
5309,17233,2012.0
5310,17194,2012.0
5311,17107,2012.0
5312,17148,2012.0
5313,17097,2012.0
5314,17193,2012.0
5315,17108,2012.0
5316,17191,2012.0
5317,17110,2012.0
5318,17228,2012.0
5319,17106,2012.0
5320,17165,2012.0
5321,17192,2012.0
5322,17079,2012.0
5323,17079,1987.0
5324,17032,2012.0
5325,17095,2012.0
5326,17078,2012.0
5327,17049,2012.0
5328,17084,2012.0
5329,17156,2012.0
5330,17202,2012.0
5331,17147,2012.0
5332,17077,2012.0
5333,17050,2012.0
5334,16912,2012.0
5335,17088,2012.0
5336,17087,2012.0
5337,17189,2012.0
5338,17046,2012.0
5339,16722,2012.0
5340,17056,2012.0
5341,17058,2012.0
5342,17149,2012.0
5343,17042,2012.0
5344,17038,2012.0
5345,16941,2012.0
5346,17048,2012.0
5347,17030,2012.0
5348,16994,2012.0
5349,17047,2012.0
5350,17055,2012.0
5351,17160,2012.0
5352,17076,2012.0
5353,17037,2012.0
5354,17043,2012.0
5355,17041,2012.0
5356,17185,2012.0
5357,17033,2012.0
5358,17145,2012.0
5359,16971,2012.0
5360,17036,2012.0
5361,17102,2012.0
5362,17104,2012.0
5363,17139,2012.0
5364,17035,2012.0
5365,17103,2012.0
5366,16983,2012.0
5367,17141,2012.0
5368,17029,2012.0
5369,17154,2012.0
5370,17027,2012.0
5371,16986,2012.0
5372,17031,2012.0
5373,17026,2012.0
5374,16987,2012.0
5375,17024,2012.0
5376,16989,2012.0
5377,16990,2012.0
5378,17022,2012.0
5379,17159,2012.0
5380,16985,2012.0
5381,17186,2012.0
5382,16991,2012.0
5383,16979,2012.0
5384,17023,2012.0
5385,16939,2012.0
5386,17137,2012.0
5387,17144,2012.0
5388,16988,2012.0
5389,16981,2012.0
5390,16945,2012.0
5391,17138,2012.0
5392,16967,2012.0
5393,16984,2012.0
5394,17070,2012.0
5395,16992,2012.0
5396,17143,2012.0
5397,17019,2012.0
5398,16980,2012.0
5399,16993,2012.0
5400,16975,2012.0
5401,16978,2012.0
5402,17020,2012.0
5403,16836,2002.0
5404,16836,2012.0
5405,17014,2012.0
5406,16504,2012.0
5407,17025,2012.0
5408,17063,2012.0
5409,17094,2012.0
5410,16959,2012.0
5411,17017,2012.0
5412,17101,2012.0
5413,16977,2012.0
5414,17093,2012.0
5415,16916,2012.0
5416,16965,2012.0
5417,16919,2012.0
5418,17054,2012.0
5419,16969,2012.0
5420,16973,2012.0
5421,17100,2012.0
5422,17092,2012.0
5423,17016,2012.0
5424,16964,2012.0
5425,16972,2012.0
5426,17071,2012.0
5427,16966,2012.0
5428,16968,2012.0
5429,16936,2012.0
5430,17012,2012.0
5431,17091,2012.0
5432,17015,1980.0
5433,17015,2012.0
5434,17082,2012.0
5435,17068,2012.0
5436,16908,2012.0
5437,17065,2012.0
5438,17005,2012.0
5439,17083,2012.0
5440,16938,2012.0
5441,17072,1992.0
5442,17072,2012.0
5443,16942,2012.0
5444,16998,2012.0
5445,16963,2012.0
5446,16940,2012.0
5447,16937,2012.0
5448,16934,2012.0
5449,16890,2012.0
5450,17061,2012.0
5451,16944,2012.0
5452,16956,1994.0
5453,16956,2012.0
5454,17060,2012.0
5455,17008,2012.0
5456,17004,2012.0
5457,16926,2012.0
5458,17066,1996.0
5459,17066,2012.0
5460,16910,2012.0
5461,16709,2012.0
5462,17010,2012.0
5463,16810,2012.0
5464,17053,2012.0
5465,17051,2012.0
5466,17013,2012.0
5467,16911,2012.0
5468,16906,2012.0
5469,16758,2012.0
5470,17001,2012.0
5471,16935,2012.0
5472,17009,2012.0
5473,16948,1977.0
5474,16948,2012.0
5475,16962,2012.0
5476,17062,2012.0
5477,16909,2012.0
5478,17002,2012.0
5479,16957,2012.0
5480,16925,2012.0
5481,16958,2012.0
5482,16955,2012.0
5483,16999,2012.0
5484,16884,2003.0
5485,16884,2012.0
5486,16855,2012.0
5487,16915,2012.0
5488,16846,2012.0
5489,16875,2012.0
5490,16902,2012.0
5491,17000,2012.0
5492,16953,2012.0
5493,16960,2012.0
5494,16893,2012.0
5495,17003,2012.0
5496,16828,2012.0
5497,16903,2012.0
5498,16932,2012.0
5499,16761,2012.0
5500,16773,2012.0
5501,16913,2012.0
5502,16873,2012.0
5503,16933,2012.0
5504,16896,2012.0
5505,16843,2012.0
5506,16843,1986.0
5507,16951,2012.0
5508,16901,2012.0
5509,16895,2012.0
5510,16871,2012.0
5511,16877,2012.0
5512,16870,2012.0
5513,16834,2012.0
5514,16774,2012.0
5515,16949,2012.0
5516,16997,2012.0
5517,16862,1992.0
5518,16862,2012.0
5519,16952,2012.0
5520,16897,2012.0
5521,16905,2012.0
5522,16857,2012.0
5523,16857,1995.0
5524,16866,2012.0
5525,16868,2012.0
5526,16924,2012.0
5527,16954,2012.0
5528,16860,2012.0
5529,16883,2012.0
5530,16856,2012.0
5531,16885,2012.0
5532,16930,2012.0
5533,16854,2012.0
5534,16849,2012.0
5535,16772,2012.0
5536,16850,2012.0
5537,16888,2012.0
5538,16851,2012.0
5539,16852,2012.0
5540,16858,2012.0
5541,16738,2012.0
5542,16917,2012.0
5543,16844,2012.0
5544,16950,2012.0
5545,16869,2012.0
5546,16891,2012.0
5547,16886,2012.0
5548,16832,2012.0
5549,16833,2012.0
5550,16853,2012.0
5551,16829,2012.0
5552,16830,2012.0
5553,16929,2012.0
5554,16929,1994.0
5555,16835,2012.0
5556,16826,2012.0
5557,16865,2012.0
5558,16892,2012.0
5559,16771,2012.0
5560,16812,2012.0
5561,16831,2012.0
5562,16867,2012.0
5563,16848,2012.0
5564,16859,2012.0
5565,16918,2012.0
5566,16927,2012.0
5567,16920,2012.0
5568,16928,2012.0
5569,16815,2012.0
5570,16702,2012.0
5571,16769,2012.0
5572,16922,2012.0
5573,16741,2012.0
5574,16814,2012.0
5575,16824,2012.0
5576,16847,2012.0
5577,16827,2012.0
5578,16807,2012.0
5579,16806,2012.0
5580,16707,2012.0
5581,16808,2012.0
5582,16759,1984.0
5583,16759,2012.0
5584,16880,2012.0
5585,16805,2012.0
5586,16803,2012.0
5587,16889,2012.0
5588,16809,2012.0
5589,16813,2012.0
5590,16898,2012.0
5591,16765,1968.0
5592,16765,2012.0
5593,16804,2012.0
5594,16731,2012.0
5595,16770,2012.0
5596,16797,2012.0
5597,16879,2012.0
5598,16842,2011.0
5599,16802,2012.0
5600,16751,2012.0
5601,16755,2012.0
5602,16841,2012.0
5603,16840,2012.0
5604,16887,2012.0
5605,16823,2012.0
5606,16766,1990.0
5607,16766,2012.0
5608,16718,2012.0
5609,16753,2012.0
5610,16752,2012.0
5611,16720,2012.0
5612,16740,2012.0
5613,16894,2012.0
5614,16719,2012.0
5615,16748,2012.0
5616,16878,2012.0
5617,16749,2012.0
5618,16864,2012.0
5619,16795,2012.0
5620,16754,2012.0
5621,16739,2012.0
5622,16744,2012.0
5623,16750,2012.0
5624,16845,2012.0
5625,16820,2012.0
5626,16729,2012.0
5627,16863,2012.0
5628,16734,2012.0
5629,16746,2012.0
5630,16736,2012.0
5631,16822,2012.0
5632,16743,2012.0
5633,16728,2012.0
5634,16793,2012.0
5635,16818,2012.0
5636,16623,2012.0
5637,16727,2012.0
5638,16756,2012.0
5639,16789,2012.0
5640,16660,2012.0
5641,16800,2012.0
5642,16742,2012.0
5643,16737,2012.0
5644,16796,2012.0
5645,16708,2012.0
5646,16710,2012.0
5647,16732,2012.0
5648,16733,2012.0
5649,16817,2012.0
5650,16794,2012.0
5651,16781,2012.0
5652,16816,2012.0
5653,16799,2012.0
5654,16735,2012.0
5655,16671,2012.0
5656,16791,2012.0
5657,16721,2012.0
5658,16798,2012.0
5659,16792,2012.0
5660,16696,2012.0
5661,16837,2012.0
5662,16716,2012.0
5663,16686,2012.0
5664,16790,2012.0
5665,16838,2012.0
5666,16634,2012.0
5667,16717,2012.0
5668,16711,2012.0
5669,16685,2012.0
5670,16730,1985.0
5671,16730,2012.0
5672,16724,2012.0
5673,16706,2012.0
5674,16712,2012.0
5675,16713,2012.0
5676,16673,2012.0
5677,16780,2012.0
5678,16775,2012.0
5679,16640,2012.0
5680,16625,2012.0
5681,16715,2012.0
5682,16783,2012.0
5683,16692,2012.0
5684,16703,2012.0
5685,16649,2012.0
5686,16694,2012.0
5687,16705,2012.0
5688,16693,2012.0
5689,16699,2012.0
5690,16698,2012.0
5691,16695,2012.0
5692,16683,2012.0
5693,16697,2012.0
5694,16784,2012.0
5695,16664,2012.0
5696,16631,2012.0
5697,16676,2012.0
5698,16681,2012.0
5699,16777,2012.0
5700,16782,2012.0
5701,16767,2012.0
5702,16687,2012.0
5703,16684,2012.0
5704,16674,2012.0
5705,16661,1985.0
5706,16661,2012.0
5707,16778,2012.0
5708,16704,2012.0
5709,16646,2012.0
5710,16662,2012.0
5711,16678,2012.0
5712,16680,2012.0
5713,16786,2012.0
5714,16628,2012.0
5715,16668,2012.0
5716,16670,2012.0
5717,16675,2012.0
5718,16779,2012.0
5719,16564,2012.0
5720,16663,2012.0
5721,16666,2012.0
5722,16667,2012.0
5723,16672,2012.0
5724,16635,2012.0
5725,16602,2012.0
5726,16645,2012.0
5727,16665,2012.0
5728,16768,2012.0
5729,16651,1971.0
5730,16651,2012.0
5731,16642,2012.0
5732,16643,2012.0
5733,16656,2012.0
5734,16760,2012.0
5735,16636,2012.0
5736,16647,2012.0
5737,16659,2012.0
5738,16644,2012.0
5739,16639,2012.0
5740,16657,2012.0
5741,16652,2012.0
5742,16637,2012.0
5743,16654,2012.0
5744,16650,2012.0
5745,16641,2012.0
5746,16638,2012.0
5747,16669,2012.0
5748,16624,2012.0
5749,16620,2012.0
5750,16608,2012.0
5751,16577,1981.0
5752,16577,2012.0
5753,16614,2012.0
5754,16648,2012.0
5755,16655,2012.0
5756,16606,2012.0
5757,16595,2012.0
5758,16621,2012.0
5759,16611,2012.0
5760,16619,2012.0
5761,16609,2012.0
5762,16507,2012.0
5763,16617,2012.0
5764,16613,2012.0
5765,16618,2012.0
5766,16537,2012.0
5767,16615,2012.0
5768,16616,2012.0
5769,16622,2012.0
5770,16612,2012.0
5771,16604,2012.0
5772,16597,2012.0
5773,16594,2012.0
5774,16610,2012.0
5775,16607,2012.0
5776,16605,1988.0
5777,16605,2012.0
5778,16599,2011.0
5779,16599,2012.0
5780,16600,2012.0
5781,16591,2012.0
5782,16596,2012.0
5783,16603,2012.0
5784,16601,2012.0
5785,16556,2012.0
5786,16551,2012.0
5787,16541,2012.0
5788,16578,2012.0
5789,16586,2012.0
5790,16598,2012.0
5791,16592,2012.0
5792,16593,2012.0
5793,16588,2012.0
5794,16589,2012.0
5795,16584,2012.0
5796,16587,2012.0
5797,16590,2012.0
5798,16585,2012.0
5799,16580,2012.0
5800,16567,2012.0
5801,16583,2012.0
5802,16582,2012.0
5803,16558,2012.0
5804,16574,2012.0
5805,16581,2012.0
5806,16579,2012.0
5807,16568,2012.0
5808,16576,2012.0
5809,16565,2012.0
5810,16562,2012.0
5811,16573,2012.0
5812,16575,2012.0
5813,16570,2012.0
5814,16563,2012.0
5815,16572,2012.0
5816,16571,2012.0
5817,16569,2012.0
5818,16555,2012.0
5819,16553,2012.0
5820,16566,2012.0
5821,16561,2012.0
5822,16560,2012.0
5823,16532,2012.0
5824,16535,2012.0
5825,16550,2012.0
5826,16557,2012.0
5827,16559,2012.0
5828,16518,2012.0
5829,16552,2012.0
5830,16554,2012.0
5831,16538,2012.0
5832,16548,2012.0
5833,16544,2012.0
5834,16540,2012.0
5835,16546,2011.0
5836,16546,2012.0
5837,16547,2012.0
5838,16549,2012.0
5839,16466,2012.0
5840,16539,2012.0
5841,16543,2012.0
5842,16545,2012.0
5843,16542,2012.0
5844,16512,2012.0
5845,16520,2012.0
5846,16528,2012.0
5847,16531,2012.0
5848,16536,2012.0
5849,16534,2012.0
5850,16533,2012.0
5851,16526,2012.0
5852,16529,2012.0
5853,16530,2012.0
5854,16522,2012.0
5855,16524,2001.0
5856,16524,2012.0
5857,16521,2012.0
5858,16527,2012.0
5859,16525,2012.0
5860,16498,2012.0
5861,16487,2012.0
5862,16519,2012.0
5863,16517,2012.0
5864,16501,2012.0
5865,16513,2012.0
5866,16516,2012.0
5867,16509,2012.0
5868,16515,2012.0
5869,16508,2012.0
5870,16514,2012.0
5871,16511,2012.0
5872,16502,2012.0
5873,16510,2012.0
5874,16505,2012.0
5875,16503,2012.0
5876,16495,2012.0
5877,16506,2012.0
5878,16491,2012.0
5879,16500,2012.0
5880,16499,2012.0
5881,16496,2012.0
5882,16493,2012.0
5883,16486,2012.0
5884,16492,2012.0
5885,16480,2012.0
5886,16497,2012.0
5887,16483,2012.0
5888,16489,2012.0
5889,16481,2012.0
5890,16464,2012.0
5891,16494,2012.0
5892,16490,2012.0
5893,16473,2012.0
5894,16484,2012.0
5895,16460,2012.0
5896,16488,2012.0
5897,16482,2012.0
5898,16485,2012.0
5899,16476,2012.0
5900,16479,2012.0
5901,16462,2012.0
5902,16446,2012.0
5903,16474,2012.0
5904,16475,2012.0
5905,16471,2012.0
5906,16478,2012.0
5907,16477,2012.0
5908,16472,2012.0
5909,16463,2012.0
5910,16469,2012.0
5911,16440,2012.0
5912,16468,2012.0
5913,16470,2012.0
5914,16467,2012.0
5915,16458,2012.0
5916,16442,2012.0
5917,16461,2012.0
5918,16451,2012.0
5919,16465,2012.0
5920,16452,2012.0
5921,16457,2012.0
5922,16456,2012.0
5923,16459,2012.0
5924,16455,2012.0
5925,16432,2012.0
5926,16454,2012.0
5927,16450,2012.0
5928,16443,2012.0
5929,16449,2012.0
5930,16433,2012.0
5931,16415,2012.0
5932,16445,2012.0
5933,16448,2012.0
5934,16447,2012.0
5935,16428,2012.0
5936,16434,2012.0
5937,16444,2012.0
5938,16411,2012.0
5939,16441,2012.0
5940,16439,1988.0
5941,16439,2012.0
5942,16416,2012.0
5943,16438,2012.0
5944,16437,2012.0
5945,16431,2012.0
5946,16424,2012.0
5947,16435,2012.0
5948,16436,2012.0
5949,16430,2012.0
5950,16408,2012.0
5951,16426,2012.0
5952,16406,2012.0
5953,16422,2012.0
5954,16429,2012.0
5955,16427,2012.0
5956,16425,2012.0
5957,16418,2012.0
5958,16357,2012.0
5959,16423,2012.0
5960,16405,2012.0
5961,16421,2012.0
5962,16420,2012.0
5963,16417,2012.0
5964,16419,2012.0
5965,16407,2012.0
5966,16413,2012.0
5967,16414,2012.0
5968,16410,2012.0
5969,16409,2012.0
5970,16412,2012.0
5971,16394,2012.0
5972,16397,2012.0
5973,16395,2012.0
5974,16404,2012.0
5975,16387,2012.0
5976,16390,2012.0
5977,16401,2012.0
5978,16402,2012.0
5979,16403,2012.0
5980,16399,2012.0
5981,16400,1987.0
5982,16400,2012.0
5983,16393,2012.0
5984,16392,2012.0
5985,16398,2012.0
5986,16396,2012.0
5987,16375,2012.0
5988,16391,2012.0
5989,16380,2012.0
5990,16377,2012.0
5991,16385,2012.0
5992,16378,2012.0
5993,16379,2012.0
5994,16388,2012.0
5995,16386,2012.0
5996,16389,2012.0
5997,16365,2012.0
5998,16384,2012.0
5999,16381,2012.0
6000,16382,2012.0
6001,16383,2012.0
6002,16373,2012.0
6003,16362,2012.0
6004,16376,2012.0
6005,16370,2012.0
6006,16301,2012.0
6007,16369,2012.0
6008,16374,2012.0
6009,16372,2012.0
6010,16371,2012.0
6011,16363,2012.0
6012,16360,2012.0
6013,16311,2012.0
6014,16367,2012.0
6015,16368,2012.0
6016,16366,2012.0
6017,16364,2012.0
6018,16359,2012.0
6019,16355,2012.0
6020,16354,2012.0
6021,16361,2012.0
6022,16356,2012.0
6023,16344,2012.0
6024,16351,2012.0
6025,16358,2012.0
6026,16324,2012.0
6027,16295,2012.0
6028,16347,2012.0
6029,16353,2012.0
6030,16308,2012.0
6031,16327,2012.0
6032,16352,2012.0
6033,16341,2012.0
6034,16350,2012.0
6035,16348,2012.0
6036,16349,2012.0
6037,16345,2012.0
6038,16337,2012.0
6039,16334,2012.0
6040,16343,2012.0
6041,16346,2012.0
6042,16339,2012.0
6043,16333,2012.0
6044,16338,2012.0
6045,16340,2012.0
6046,16329,2012.0
6047,16336,2012.0
6048,16326,2012.0
6049,16332,2012.0
6050,16342,2012.0
6051,16309,2012.0
6052,16335,2012.0
6053,16312,2012.0
6054,16328,2012.0
6055,16317,2012.0
6056,16330,2012.0
6057,16331,2012.0
6058,16248,2012.0
6059,16320,2012.0
6060,16325,2012.0
6061,16313,2012.0
6062,16307,2012.0
6063,16314,2012.0
6064,16321,2012.0
6065,16323,2012.0
6066,16322,2012.0
6067,16221,2012.0
6068,16306,2012.0
6069,16318,2012.0
6070,16319,2012.0
6071,16300,2012.0
6072,16304,2012.0
6073,16315,2012.0
6074,16316,2012.0
6075,16310,2012.0
6076,16272,2012.0
6077,16297,2012.0
6078,16256,2012.0
6079,16281,2012.0
6080,16305,2012.0
6081,16291,2012.0
6082,16211,2012.0
6083,16294,2012.0
6084,16302,2012.0
6085,16299,2012.0
6086,16303,2012.0
6087,16277,2012.0
6088,16280,2012.0
6089,16298,2012.0
6090,16293,2012.0
6091,16296,2012.0
6092,16292,2012.0
6093,16287,2012.0
6094,16284,2012.0
6095,16289,2012.0
6096,16285,2012.0
6097,16283,2012.0
